new_time,sound_pressure_level [dba],indoor_relative_humidity [%],pm2.5 [mu_g/m3],indoor_co2 [ppm],wifi_connected_devices [number],temp_setpoint [Celsius],baromatic_pressure [hPa],outdoor_co2 [ppm],air_temperature [Celsius]
2021-09-14 08:50:00,55.50666809,65.60233307,2.466666698,491.4333191,1,25.6,1003.900024,492.4835815,25.19499969
2021-09-14 08:55:00,55.31428528,65.33036041,2.642857075,491.5,1,25.4,1003.900024,492.0839844,25.12285805
2021-09-14 09:00:00,55.83225632,65.10613251,2.741935492,489.0645142,1,25.1,1003.900024,491.1002808,25.07193565
2021-09-14 09:05:00,55.08620834,65.09861755,2.827586174,492.0689697,1,24.9,1004.099976,493.8829651,25.10137939
2021-09-14 09:10:00,57.96666718,65.6190033,2.533333302,495.0,1,24.7,1004.099976,496.2817078,25.03966713
2021-09-14 09:15:00,55.84000015,66.00533295,2.666666746,492.8999939,1,24.5,1004.200012,496.4815674,25.03766632
2021-09-14 09:20:00,56.82333374,66.15499878,2.366666555,491.4333191,1,24.4,1004.099976,494.082489,25.04533386
2021-09-14 09:25:00,57.4107132,65.88071442,2.714285612,491.3928528,1,24.3,1004.099976,493.6830444,25.04928589
2021-09-14 09:30:00,55.11000061,65.55666351,3.400000095,497.2000122,1,24.2,1004.099976,493.8832397,25.02266693
2021-09-14 09:35:00,54.28666687,66.75033569,3.066666603,495.4666748,1,24.2,1004.200012,495.082489,25.06633377
2021-09-14 09:40:00,55.12333298,70.03833008,4.533333302,494.2333374,1,24.0,1004.200012,492.6835022,25.19233322
2021-09-14 09:45:00,54.44333267,68.54366302,3.599999905,505.7333374,1,24.0,1004.099976,492.8833313,25.04966736
2021-09-14 09:50:00,55.26333237,68.4383316,3.233333349,513.2000122,1,23.9,1004.200012,492.6834106,25.01433372
2021-09-14 09:55:00,55.07931137,68.05654907,2.793103456,511.8620605,1,24.0,1004.200012,495.3822327,24.96758652
2021-09-14 10:00:00,54.77000046,67.45200348,3.700000048,518.9666748,1,24.0,1004.299988,493.0604248,24.96899986
2021-09-14 10:05:00,54.01666641,67.18199921,3.099999905,516.2000122,1,23.2,1004.299988,492.6834412,24.90066719
2021-09-14 10:10:00,54.44666672,68.23066711,2.400000095,506.5333252,1,23.2,1004.299988,492.4842529,24.92966652
2021-09-14 10:15:00,56.06666565,70.9280014,2.433333397,497.0666809,1,23.4,1004.299988,495.882019,24.97966576
2021-09-14 10:20:00,58.38571548,69.33786011,3.285714388,492.2142944,1,23.3,1004.299988,494.8824158,24.80428505
2021-09-14 10:25:00,58.38571548,69.33786011,3.285714388,492.2142944,1,23.3,1004.299988,494.8824158,24.80428505
2021-09-14 10:30:00,58.38571548,69.33786011,3.285714388,492.2142944,1,23.3,1004.299988,494.8824158,24.80428505
2021-09-14 10:35:00,58.38571548,69.33786011,3.285714388,492.2142944,1,23.3,1004.299988,494.8824158,24.80428505
2021-09-14 10:40:00,58.38571548,69.33786011,3.285714388,492.2142944,1,23.3,1004.299988,494.8824158,24.80428505
2021-09-14 10:45:00,58.38571548,69.33786011,3.285714388,492.2142944,1,23.3,1004.299988,494.8824158,24.80428505
2021-09-14 10:50:00,54.06000137,72.03399658,2.266666651,488.0666809,1,23.8,1004.099976,493.8828735,24.80400085
2021-09-14 10:55:00,53.3433342,74.40133667,2.466666698,486.7999878,1,23.3,1004.099976,492.0837402,24.95666695
2021-09-14 11:00:00,53.67499924,73.47499847,2.5,489.25,1,23.2,1004.099976,495.2431946,24.87750053
2021-09-14 11:05:00,53.67499924,73.47499847,2.5,489.25,1,23.2,1004.099976,495.2431946,24.87750053
2021-09-14 11:10:00,55.53461456,73.44538116,1.923076868,498.8461609,1,23.9,1004.099976,499.0806274,24.8538456
2021-09-14 11:15:00,54.56999969,74.45833588,1.799999952,499.2333374,1,24.1,1004.099976,498.28125,24.97833252
2021-09-14 11:20:00,54.58000183,74.28233337,1.866666675,502.2999878,1,24.2,1003.900024,500.2802734,24.95166588
2021-09-14 11:25:00,57.13333511,74.40066528,2.733333349,507.7000122,2,23.9,1003.900024,498.8806763,24.95166588
2021-09-14 11:30:00,57.2266655,74.40399933,3.366666555,507.7333374,1,24.3,1003.799988,500.0796204,24.91699982
2021-09-14 11:35:00,56.57931137,72.6365509,2.448275805,492.4137878,3,24.2,1003.849976,495.6821899,24.6582756
2021-09-14 11:40:00,55.95333481,71.54000092,2.200000048,472.0333252,2,23.9,1003.799988,494.6825562,24.53266716
2021-09-14 11:45:00,56.50333405,70.29366302,2.133333445,459.8999939,3,24.1,1003.799988,498.0811157,24.43099976
2021-09-14 11:50:00,56.04333496,70.07766724,1.466666698,451.1000061,4,24.2,1003.799988,496.6818848,24.35733414
2021-09-14 11:55:00,55.90333176,69.5803299,1.333333373,447.6000061,1,24.1,1003.700378,496.2817993,24.29966736
2021-09-14 12:00:00,58.18928528,69.09963989,1.25,448.9285583,3,24.1,1003.599976,496.881958,24.2396431
2021-09-14 12:05:00,56.50333405,69.62466431,1.266666651,442.8999939,1,24.1,1003.599976,498.8806763,24.21933365
2021-09-14 12:10:00,56.02500153,69.70999908,1.25,439.5,2,24.1,1003.400024,496.2818604,24.19375038
2021-09-14 12:15:00,56.02500153,69.70999908,1.25,439.5,2,24.1,1003.400024,496.2818604,24.19375038
2021-09-14 12:20:00,56.02500153,69.70999908,1.25,439.5,2,24.1,1003.400024,496.2818604,24.19375038
2021-09-14 12:25:00,56.02500153,69.70999908,1.25,439.5,2,24.1,1003.400024,496.2818604,24.19375038
2021-09-14 12:30:00,56.02500153,69.70999908,1.25,439.5,2,24.1,1003.400024,496.2818604,24.19375038
2021-09-14 12:35:00,56.02500153,69.70999908,1.25,439.5,2,24.1,1003.400024,496.2818604,24.19375038
2021-09-14 12:40:00,56.02500153,69.70999908,1.25,439.5,2,24.1,1003.400024,496.2818604,24.19375038
2021-09-14 12:45:00,56.02500153,69.70999908,1.25,439.5,2,24.1,1003.400024,496.2818604,24.19375038
2021-09-14 12:50:00,54.95454407,70.43454742,1.181818128,438.2727356,4,24.1,1002.799988,495.881958,23.96636391
2021-09-14 12:55:00,54.95454407,70.43454742,1.181818128,438.2727356,4,24.1,1002.799988,495.881958,23.96636391
2021-09-14 13:00:00,54.95454407,70.43454742,1.181818128,438.2727356,4,24.1,1002.799988,495.881958,23.96636391
2021-09-14 13:05:00,54.95454407,70.43454742,1.181818128,438.2727356,4,24.1,1002.799988,495.881958,23.96636391
2021-09-14 13:10:00,54.94400024,78.10520172,1.080000043,435.1199951,5,24.3,1002.349976,494.8825684,24.57920074
2021-09-14 13:15:00,55.04000092,76.83699799,1.0,435.5333252,4,24.2,1002.299988,497.4812317,24.7266674
2021-09-14 13:20:00,55.0724144,75.65827942,1.103448272,436.6551819,4,24.1,1002.299988,497.2813721,24.8055172
2021-09-14 13:25:00,55.25,75.25643158,1.214285731,435.7142944,4,24.1,1002.099976,495.6821899,24.86499977
2021-09-14 13:30:00,55.25,75.25643158,1.214285731,435.7142944,4,24.1,1002.099976,495.6821899,24.86499977
2021-09-14 13:35:00,55.25,75.25643158,1.214285731,435.7142944,4,24.1,1002.099976,495.6821899,24.86499977
2021-09-14 13:40:00,54.32608795,74.27478027,1.043478251,431.9565125,3,24.0,1001.599976,497.8812561,25.26826096
2021-09-14 13:45:00,53.6071434,74.50821686,1.035714269,429.0714417,4,24.0,1001.5,497.9142151,25.44499969
2021-09-14 13:50:00,53.6071434,74.50821686,1.035714269,429.0714417,4,24.0,1001.5,497.9142151,25.44499969
2021-09-14 13:55:00,53.6071434,74.50821686,1.035714269,429.0714417,4,24.0,1001.5,497.9142151,25.44499969
2021-09-14 14:00:00,53.6071434,74.50821686,1.035714269,429.0714417,4,24.0,1001.5,497.9142151,25.44499969
2021-09-14 14:05:00,53.6071434,74.50821686,1.035714269,429.0714417,4,24.0,1001.5,497.9142151,25.44499969
2021-09-14 14:10:00,53.6071434,74.50821686,1.035714269,429.0714417,4,24.0,1001.5,497.9142151,25.44499969
2021-09-14 14:15:00,53.6071434,74.50821686,1.035714269,429.0714417,4,24.0,1001.5,497.9142151,25.44499969
2021-09-14 14:20:00,53.6071434,74.50821686,1.035714269,429.0714417,4,24.0,1001.5,497.9142151,25.44499969
2021-09-14 14:25:00,53.6071434,74.50821686,1.035714269,429.0714417,4,24.0,1001.5,497.9142151,25.44499969
2021-09-14 14:30:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 14:35:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 14:40:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 14:45:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 14:50:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 14:55:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 15:00:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 15:05:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 15:10:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 15:15:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 15:20:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 15:25:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 15:30:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 15:35:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 15:40:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 15:45:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 15:50:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 15:55:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 16:00:00,54.15599823,80.49479675,2.079999924,433.9599915,3,24.0,1000.700012,505.477478,25.9368
2021-09-14 16:05:00,49.29999924,82.29499817,2.0,437.0,3,24.1,1000.099976,492.887207,26.16500092
2021-09-14 16:10:00,55.14444351,82.17666626,2.111111164,436.555542,4,24.0,1000.099976,488.09198,26.16777802
2021-09-14 16:15:00,55.14444351,82.17666626,2.111111164,436.555542,4,24.0,1000.099976,488.09198,26.16777802
2021-09-14 16:20:00,55.14444351,82.17666626,2.111111164,436.555542,4,24.0,1000.099976,488.09198,26.16777802
2021-09-14 16:25:00,55.14444351,82.17666626,2.111111164,436.555542,4,24.0,1000.099976,488.09198,26.16777802
2021-09-14 16:30:00,55.14444351,82.17666626,2.111111164,436.555542,4,24.0,1000.099976,488.09198,26.16777802
2021-09-14 16:35:00,55.14444351,82.17666626,2.111111164,436.555542,4,24.0,1000.099976,488.09198,26.16777802
2021-09-14 16:40:00,55.14444351,82.17666626,2.111111164,436.555542,4,24.0,1000.099976,488.09198,26.16777802
2021-09-14 16:45:00,55.14444351,82.17666626,2.111111164,436.555542,4,24.0,1000.099976,488.09198,26.16777802
2021-09-14 16:50:00,55.14444351,82.17666626,2.111111164,436.555542,4,24.0,1000.099976,488.09198,26.16777802
2021-09-14 16:55:00,51.79999924,82.68250275,2.25,441.25,3,24.0,999.7000122,489.2851257,26.22500038
2021-09-14 17:00:00,53.55666733,82.40200043,2.166666746,439.0666809,4,24.0,999.7000122,489.085083,26.25566673
2021-09-14 17:05:00,52.59999847,82.62000275,3.0,441.0,3,24.0,999.5999756,490.2843323,26.30999947
2021-09-14 17:10:00,52.59999847,82.62000275,3.0,441.0,3,24.0,999.5999756,490.2843323,26.30999947
2021-09-14 17:15:00,52.59999847,82.62000275,3.0,441.0,3,24.0,999.5999756,490.2843323,26.30999947
2021-09-14 17:20:00,52.20000076,82.68000031,1.799999952,440.6000061,4,24.1,999.7999878,489.4846497,26.25399971
2021-09-14 17:25:00,52.79999924,82.85263062,2.052631617,438.4736938,5,24.1,999.7999268,489.6843567,26.246315
2021-09-14 17:30:00,51.93448257,82.89241028,2.034482718,437.5862122,6,24.1,999.7000122,489.4847717,26.22517204
2021-09-14 17:35:00,51.8133316,82.85766602,1.933333278,434.6333313,2,23.9,999.7000122,487.6854858,26.25166702
2021-09-14 17:40:00,52.28666687,82.78633118,2.099999905,435.6666565,5,24.4,999.7000122,485.6863708,26.24933243
2021-09-14 17:45:00,52.62333298,82.84366608,2.200000048,438.8666687,3,24.1,999.7000122,482.4880371,26.27566719
2021-09-14 17:50:00,52.13571548,82.96464539,1.928571463,437.8214417,4,24.0,999.7000122,481.1891785,26.27642822
2021-09-14 17:55:00,52.39666748,83.0083313,1.866666675,437.8666687,3,24.0,999.7000122,480.6885681,26.26533318
2021-09-14 18:00:00,52.31999969,82.72033691,1.933333278,437.9666748,4,24.0,999.7000122,480.4884644,26.27866745
2021-09-14 18:05:00,52.15999985,82.82766724,1.899999976,437.8666687,2,24.0,999.7000122,480.2976074,26.29266739
2021-09-14 18:10:00,52.33333206,83.10666656,1.866666675,440.7666626,2,23.9,999.9000244,479.8886414,26.26033401
2021-09-14 18:15:00,51.95666504,82.84432983,2.066666603,438.5,3,24.3,999.9000244,478.875824,26.28266716
2021-09-14 18:20:00,52.32413864,83.02655029,2.034482718,436.6551819,4,24.0,999.9000854,478.492981,26.28758621
2021-09-14 18:25:00,52.15999985,83.13566589,2.033333302,437.2333374,1,24.1,1000.099976,477.8896484,26.26733398
2021-09-14 18:30:00,52.04666519,82.91833496,1.833333373,435.8666687,2,24.3,1000.099976,477.8896484,26.28433418
2021-09-14 18:35:00,52.0233345,82.59432983,2.066666603,437.2000122,2,24.0,1000.099976,476.8900757,26.31633377
2021-09-14 18:40:00,52.0357132,83.02321625,1.928571463,438.0,3,24.0,1000.099976,477.0899048,26.27928543
2021-09-14 18:45:00,52.22999954,83.0759964,1.933333278,438.2333374,1,24.3,1000.099976,477.0900574,26.28899956
2021-09-14 18:50:00,52.31000137,82.94999695,1.966666698,439.6666565,3,23.9,1000.200012,476.6902466,26.31233406
2021-09-14 18:55:00,52.11999893,82.93499756,1.833333373,439.3999939,3,24.2,1000.200012,475.6905212,26.30699921
2021-09-14 19:00:00,52.20000076,83.1269989,1.833333373,443.1333313,4,23.9,1000.400024,475.7905884,26.29933357
2021-09-14 19:05:00,51.86333466,82.76100159,1.700000048,442.6333313,2,24.1,1000.400024,475.8903809,26.3326664
2021-09-14 19:10:00,52.44333267,82.87666321,1.966666698,443.6000061,6,24.1,1000.599976,475.2906189,26.31833267
2021-09-14 19:15:00,52.13448334,83.19482422,1.965517282,445.0,3,24.0,1000.700012,474.8908997,26.29827499
2021-09-14 19:20:00,51.65000153,83.1313324,1.866666675,443.8666687,3,24.2,1000.700012,474.6888428,26.30733299
2021-09-14 19:25:00,51.78666687,82.85900116,1.899999976,439.6000061,4,24.0,1000.799988,474.4911194,26.32266617
2021-09-14 19:30:00,51.95000076,82.87393188,1.75,441.6428528,4,24.2,1001.0,474.8910522,26.32999992
2021-09-14 19:35:00,51.95000076,82.87393188,1.75,441.6428528,4,24.2,1001.0,474.8910522,26.32999992
2021-09-14 19:40:00,51.95000076,82.87393188,1.75,441.6428528,4,24.2,1001.0,474.8910522,26.32999992
2021-09-14 19:45:00,51.95000076,82.87393188,1.75,441.6428528,4,24.2,1001.0,474.8910522,26.32999992
2021-09-14 19:50:00,51.95000076,82.87393188,1.75,441.6428528,4,24.2,1001.0,474.8910522,26.32999992
2021-09-14 19:55:00,51.95000076,82.87393188,1.75,441.6428528,4,24.2,1001.0,474.8910522,26.32999992
2021-09-14 20:00:00,51.29999924,83.05000305,2.0,440.0,2,24.7,1001.400024,474.0912476,26.36000061
2021-09-14 20:05:00,51.29999924,83.05000305,2.0,440.0,2,24.7,1001.400024,474.0912476,26.36000061
2021-09-14 20:10:00,51.29999924,83.05000305,2.0,440.0,2,24.7,1001.400024,474.0912476,26.36000061
2021-09-14 20:15:00,51.29999924,83.05000305,2.0,440.0,2,24.7,1001.400024,474.0912476,26.36000061
2021-09-14 20:20:00,51.67272568,83.27182007,2.0,440.5454407,1,24.7,1002.099976,473.6914368,26.36818123
2021-09-14 20:25:00,52.72000122,83.32033539,1.700000048,439.6666565,1,24.6,1002.299988,474.690918,26.36533356
2021-09-14 20:30:00,52.61333466,83.14399719,1.700000048,441.8999939,1,24.6,1002.400024,474.6910095,26.37299919
2021-09-14 20:35:00,52.93333435,83.46299744,2.0,444.8666687,1,24.6,1002.400024,475.0907898,26.35033417
2021-09-14 20:40:00,51.95999908,83.31099701,1.833333373,443.3666687,1,24.4,1002.599976,473.291687,26.3706665
2021-09-14 20:45:00,52.20333481,83.42433167,1.766666651,445.0333252,1,24.5,1002.599976,475.290741,26.35366631
2021-09-14 20:50:00,51.86999893,83.5039978,1.700000048,444.3333435,1,24.6,1002.599976,474.8908691,26.34399986
2021-09-14 20:55:00,53.03792953,83.67586517,1.793103456,445.6551819,1,24.4,1002.700012,473.8912354,26.34517288
2021-09-14 21:00:00,52.5633316,83.34899902,1.666666627,445.1333313,1,24.4,1002.700012,473.2918701,26.35633278
2021-09-14 21:05:00,52.47000122,83.40699768,1.833333373,442.8999939,1,24.5,1002.799988,474.6911316,26.3706665
2021-09-14 21:10:00,52.99642944,83.19786072,1.892857194,444.5714417,1,24.8,1002.799988,474.0913696,26.4017849
2021-09-14 21:15:00,55.63499832,83.50550079,1.850000024,446.8999939,1,25.1,1002.900024,474.2910461,26.37299919
2021-09-14 21:20:00,55.63499832,83.50550079,1.850000024,446.8999939,1,25.1,1002.900024,474.2910461,26.37299919
2021-09-14 21:25:00,52.71111298,83.84777832,1.888888836,443.3333435,1,25.3,1002.799988,473.8912964,26.37555504
2021-09-14 21:30:00,52.36666489,83.6866684,2.0,441.6666565,1,25.5,1002.900024,473.6914063,26.39999962
2021-09-14 21:35:00,52.36666489,83.6866684,2.0,441.6666565,1,25.5,1002.900024,473.6914063,26.39999962
2021-09-14 21:40:00,52.36666489,83.6866684,2.0,441.6666565,1,25.5,1002.900024,473.6914063,26.39999962
2021-09-14 21:45:00,52.36666489,83.6866684,2.0,441.6666565,1,25.5,1002.900024,473.6914063,26.39999962
2021-09-14 21:50:00,52.36666489,83.6866684,2.0,441.6666565,1,25.5,1002.900024,473.6914063,26.39999962
2021-09-14 21:55:00,52.36666489,83.6866684,2.0,441.6666565,1,25.5,1002.900024,473.6914063,26.39999962
2021-09-14 22:00:00,52.56666565,84.33666992,2.0,443.0,1,25.8,1002.900024,473.4915161,26.38333321
2021-09-14 22:05:00,52.56666565,84.33666992,2.0,443.0,1,25.8,1002.900024,473.4915161,26.38333321
2021-09-14 22:10:00,52.56666565,84.33666992,2.0,443.0,1,25.8,1002.900024,473.4915161,26.38333321
2021-09-14 22:15:00,52.56666565,84.33666992,2.0,443.0,1,25.8,1002.900024,473.4915161,26.38333321
2021-09-14 22:20:00,52.56666565,84.33666992,2.0,443.0,1,25.8,1002.900024,473.4915161,26.38333321
2021-09-14 22:25:00,52.56666565,84.33666992,2.0,443.0,1,25.8,1002.900024,473.4915161,26.38333321
2021-09-14 22:30:00,52.56666565,84.33666992,2.0,443.0,1,25.8,1002.900024,473.4915161,26.38333321
2021-09-14 22:35:00,52.56666565,84.33666992,2.0,443.0,1,25.8,1002.900024,473.4915161,26.38333321
2021-09-14 22:40:00,52.56666565,84.33666992,2.0,443.0,1,25.8,1002.900024,473.4915161,26.38333321
2021-09-14 22:45:00,52.56666565,84.33666992,2.0,443.0,1,25.8,1002.900024,473.4915161,26.38333321
2021-09-14 22:50:00,54.25,84.32807922,2.0,446.2692261,1,26.1,1003.700012,472.6920776,26.43269157
2021-09-14 22:55:00,55.06428528,84.42893219,2.142857075,444.2142944,1,26.2,1003.700012,473.2913208,26.41142845
2021-09-14 23:00:00,54.8433342,84.24199677,2.099999905,442.7000122,1,26.2,1003.700012,471.2925415,26.44400024
2021-09-14 23:05:00,54.75666809,84.51899719,2.0,441.7333374,1,26.2,1003.599976,471.5035706,26.39933395
2021-09-14 23:10:00,55.13999939,84.54366302,2.099999905,439.6333313,1,26.2,1003.599976,472.4917908,26.38800049
2021-09-14 23:15:00,55.65999985,84.46800232,2.166666746,442.0333252,1,26.2,1003.700012,471.8921204,26.41033363
2021-09-14 23:20:00,55.59000015,84.41300201,2.066666603,440.8999939,1,26.2,1003.799988,471.0925293,26.44466591
2021-09-14 23:25:00,55.92333221,84.40066528,2.033333302,443.5666809,1,26.3,1003.900024,472.092041,26.4576664
2021-09-14 23:30:00,55.6655159,84.37275696,2.103448391,444.379303,1,26.2,1003.900024,471.0926208,26.45275879
2021-09-14 23:35:00,56.24666595,84.52799988,2.033333302,446.8666687,1,26.3,1003.900024,471.2924194,26.46133423
2021-09-14 23:40:00,56.20999908,84.23466492,2.033333302,448.2000122,1,26.3,1003.799988,470.8926086,26.51633263
2021-09-14 23:45:00,55.54615402,84.22769165,2.076923132,440.7692261,1,26.3,1003.799988,470.6927795,26.51615334
2021-09-14 23:50:00,55.54615402,84.22769165,2.076923132,440.7692261,1,26.3,1003.799988,470.6927795,26.51615334
2021-09-14 23:55:00,55.54615402,84.22769165,2.076923132,440.7692261,1,26.3,1003.799988,470.6927795,26.51615334
2021-09-15 00:00:00,53.01666641,76.99732971,4.066666603,499.5666809,2,27.2,1005.799988,466.8942566,26.70100021
2021-09-15 00:05:00,53.72999954,72.13766479,3.733333349,493.0666809,2,27.2,1005.799988,465.2950439,26.98933411
2021-09-15 00:10:00,53.68000031,69.61733246,3.400000095,485.2333374,2,27.2,1005.700012,467.0941467,27.07033348
2021-09-15 00:15:00,53.30666733,67.77933502,3.299999952,480.2999878,2,27.2,1005.700012,466.6943359,27.07999992
2021-09-15 00:20:00,53.70000076,66.46932983,3.366666555,473.8333435,1,27.2,1005.700012,466.8943481,27.11133385
2021-09-15 00:25:00,53.79666519,65.2456665,3.299999952,468.7333374,1,27.2,1005.700012,467.0942383,27.15866661
2021-09-15 00:30:00,54.43000031,68.67566681,4.199999809,466.2666626,1,27.2,1005.599976,466.8943787,26.89699936
2021-09-15 00:35:00,54.79999924,66.87466431,4.033333302,463.5666809,1,27.2,1005.599976,466.094696,25.56699944
2021-09-15 00:40:00,54.75862122,64.96344757,3.793103456,456.0689697,1,27.2,1005.599976,466.4946594,24.90103531
2021-09-15 00:45:00,54.13928604,64.0907135,3.714285612,450.0,1,27.2,1005.599976,466.2947083,24.92499924
2021-09-15 00:50:00,55.73666763,66.83999634,3.533333302,452.6000061,1,27.2,1005.400024,466.4945068,24.76000023
2021-09-15 00:55:00,54.12666702,66.39266968,3.266666651,452.2666626,1,27.2,1005.400024,466.4945679,24.84133339
2021-09-15 01:00:00,53.73333359,66.80433655,3.233333349,450.7999878,1,27.2,1005.349976,466.2945557,24.74699974
2021-09-15 01:05:00,53.30333328,67.38066864,2.700000048,442.4666748,1,27.2,1005.299988,466.094635,24.6863327
2021-09-15 01:10:00,54.11000061,67.43466949,2.366666555,436.5,1,27.2,1005.299988,466.0946655,24.701334
2021-09-15 01:15:00,53.84666824,67.70899963,2.400000095,435.5,1,27.2,1005.299988,465.8946838,24.6989994
2021-09-15 01:20:00,54.41666794,68.38266754,2.400000095,432.8333435,1,27.2,1005.099976,465.6947327,24.70266724
2021-09-15 01:25:00,54.72999954,72.90032959,2.200000048,430.5666809,1,27.2,1004.900024,464.6955872,24.8686676
2021-09-15 01:30:00,54.5,71.54068756,2.172413826,432.620697,1,27.2,1004.900024,465.6948242,25.06241417
2021-09-15 01:35:00,53.58666611,69.5043335,2.333333254,431.0333252,1,27.2,1004.900024,464.4949646,25.02833366
2021-09-15 01:40:00,55.87142944,70.83321381,2.428571463,430.3214417,1,27.1,1004.900024,465.2950439,24.90892792
2021-09-15 01:45:00,53.71666718,74.9936676,2.666666746,431.9333191,1,27.2,1004.900024,465.3952332,25.03100014
2021-09-15 01:50:00,53.25333405,71.07266998,2.766666651,431.7999878,1,27.1,1004.799988,465.6947937,25.11766624
2021-09-15 01:55:00,54.0233345,70.64966583,2.766666651,429.4666748,1,27.1,1004.799988,464.6954346,24.97100067
2021-09-15 02:00:00,53.10666656,75.81033325,2.966666698,433.7666626,1,27.1,1004.599976,465.4949036,25.04999924
2021-09-15 02:05:00,53.28333282,72.8603363,2.900000095,434.4333191,1,27.1,1004.599976,466.0946655,25.1906662
2021-09-15 02:10:00,53.36000061,70.83599854,2.799999952,435.5666809,1,27.2,1004.400024,466.8942566,25.10366631
2021-09-15 02:15:00,54.59999847,74.0573349,2.633333445,432.7333374,1,27.2,1004.299988,465.2953186,25.07600021
2021-09-15 02:20:00,54.24333191,75.27066803,2.766666651,437.7000122,1,27.1,1004.299988,466.2945557,25.24233246
2021-09-15 02:25:00,53.76896667,71.39103699,2.620689631,434.7930908,1,27.1,1004.299988,466.6943054,25.19724083
2021-09-15 02:30:00,54.7321434,74.993927,2.714285612,430.6785583,1,27.2,1004.099976,466.0946655,25.06035805
2021-09-15 02:35:00,53.54333496,74.38300323,2.533333302,428.9333191,1,27.2,1004.200012,466.794342,25.1886673
2021-09-15 02:40:00,53.63999939,71.67199707,2.833333254,427.6333313,1,27.2,1004.200012,466.2943115,25.04366684
2021-09-15 02:45:00,53.1566658,75.30799866,2.566666603,428.0666809,1,27.2,1004.200012,466.0947571,24.9279995
2021-09-15 02:50:00,57.90333176,74.5490036,3.033333302,433.1333313,1,27.1,1004.200012,466.0946655,25.20633316
2021-09-15 02:55:00,58.32666779,69.60399628,3.099999905,440.2999878,1,27.1,1004.200012,466.0948792,25.22800064
2021-09-15 03:00:00,57.75999832,67.66366577,2.833333254,452.2333374,1,27.2,1004.200012,466.6943359,25.1863327
2021-09-15 03:05:00,57.50333405,66.63366699,2.866666555,452.2000122,1,27.2,1004.200012,466.2947083,25.08533287
2021-09-15 03:10:00,58.12666702,66.57833099,2.966666698,451.9666748,1,27.2,1004.200012,466.2946777,24.86666679
2021-09-15 03:15:00,58.33103561,66.36620331,2.931034565,452.8275757,1,27.1,1004.099976,465.6950684,24.68137932
2021-09-15 03:20:00,59.87142944,65.89571381,3.464285612,453.5714417,1,27.1,1004.099976,466.0946655,24.64857101
2021-09-15 03:25:00,62.68000031,65.38899994,3.200000048,450.6666565,1,27.1,1004.200012,466.6944275,24.673666
2021-09-15 03:30:00,58.43999863,65.81099701,3.0,449.2999878,1,27.1,1004.200012,465.6948242,24.66200066
2021-09-15 03:35:00,58.43999863,65.81099701,3.0,449.2999878,1,27.1,1004.200012,465.6948242,24.66200066
2021-09-15 03:40:00,55.75,65.86166382,3.333333254,444.0,1,27.1,1004.200012,466.6943359,24.76833344
2021-09-15 03:45:00,56.43999863,65.64800262,3.400000095,445.2000122,1,27.1,1004.099976,466.094574,24.77599907
2021-09-15 03:50:00,56.43999863,65.64800262,3.400000095,445.2000122,1,27.1,1004.099976,466.094574,24.77599907
2021-09-15 03:55:00,63.24000168,65.08599854,3.400000095,445.6000061,1,27.1,1004.099976,467.1941528,24.69599915
2021-09-15 04:00:00,63.21724319,64.63448334,3.206896544,446.2758484,1,27.1,1004.099976,467.8937378,24.70448303
2021-09-15 04:05:00,58.78666687,64.2563324,3.233333349,442.5333252,1,27.1,1004.099976,466.2945557,24.71733284
