sound_pressure_level [dba],air_temperature [Celsius],pm2.5 [mu_g/m3],indoor_co2 [ppm],new_time,outdoor_relative_humidity [%],fcu_fan_speed [Hz],occupant_count [number],illuminance [lux]
56.08000183,23.20866585,1.233333349,439.2666626,2021-09-13 10:35:00,75.41150665,27.21814156,0,0.0
56.13333511,23.29199982,1.333333373,439.3333435,2021-09-13 10:40:00,73.52612305,27.21814156,0,0.0
56.06551743,23.35413742,1.241379261,437.9655151,2021-09-13 10:45:00,73.10659027,27.21814156,0,0.0
56.03666687,23.44933319,1.100000024,440.4333191,2021-09-13 10:50:00,73.90000153,27.21814156,0,0.0
56.04999924,23.51399994,1.266666651,438.2666626,2021-09-13 10:55:00,73.09510803,27.21814156,0,0.0
56.13666534,23.55466652,1.433333278,433.5,2021-09-13 11:00:00,73.62101746,27.21814156,0,0.0
56.1566658,23.58600044,1.266666651,432.3666687,2021-09-13 11:05:00,70.52645111,27.21814156,0,0.0
56.19643021,23.62607193,1.25,431.8928528,2021-09-13 11:10:00,70.02912903,27.21814156,0,0.0
56.19666672,23.66566658,1.166666627,431.9333191,2021-09-13 11:15:00,70.01656342,27.21814156,0,0.0
56.21666718,23.72566605,1.133333325,432.2333374,2021-09-13 11:20:00,65.99030304,27.21814156,0,0.0
56.23666763,23.79133415,1.033333302,428.2000122,2021-09-13 11:25:00,66.06909943,27.21814156,0,0.0
56.25333405,23.89500046,1.100000024,429.4666748,2021-09-13 11:30:00,65.19999695,27.21814156,0,0.0
56.18000031,23.90766716,1.299999952,426.1666565,2021-09-13 11:35:00,68.81958008,27.21814156,0,0.0
56.09654999,23.91482735,1.172413826,423.1724243,2021-09-13 11:40:00,69.0,27.21814156,0,0.0
56.0633316,23.94966698,1.066666722,425.0333252,2021-09-13 11:45:00,69.19351196,27.21814156,0,0.0
56.06999969,23.99633408,1.166666627,427.1000061,2021-09-13 11:50:00,67.51454926,27.21814156,0,0.0
56.11666489,24.05333328,1.100000024,426.8333435,2021-09-13 11:55:00,68.49337006,27.21814156,0,0.0
55.9642868,24.01714325,1.142857194,423.8571472,2021-09-13 12:00:00,69.39674377,27.21814156,0,0.0
56.11666489,24.03266716,1.100000024,422.8666687,2021-09-13 12:05:00,69.60323334,27.21814156,0,0.0
56.14333344,24.03066635,1.0,421.6666565,2021-09-13 12:10:00,68.80490875,27.21814156,0,0.0
56.12333298,24.06933403,1.066666722,420.5,2021-09-13 12:15:00,64.7064743,27.21814156,0,0.0
56.10333252,24.08799934,1.0,419.5,2021-09-13 12:20:00,66.68527222,27.21814156,0,0.0
56.08666611,24.14966583,1.133333325,421.0,2021-09-13 12:25:00,64.20979309,27.21814156,0,0.0
56.11034393,24.20862007,1.034482718,423.8965454,2021-09-13 12:30:00,63.79508972,27.21814156,0,0.0
56.13333511,24.21066666,1.066666722,426.3999939,2021-09-13 12:35:00,64.00649261,27.21814156,0,0.0
56.12333298,24.23566628,1.0,424.7333374,2021-09-13 12:40:00,65.18643188,27.21814156,0,0.0
56.1866684,24.26566696,1.033333302,425.8999939,2021-09-13 12:45:00,65.20487213,27.21814156,0,0.0
55.96071243,24.27214241,1.107142806,425.0357056,2021-09-13 12:50:00,66.01131439,27.21814156,0,0.0
56.20333481,24.29933357,1.033333302,425.5,2021-09-13 12:55:00,64.5,27.21814156,2,0.0
56.16128922,24.31999969,1.0,424.0967712,2021-09-13 13:00:00,65.52110291,27.21814156,2,0.0
56.11999893,24.34833336,1.0,423.2666626,2021-09-13 13:05:00,67.6991806,27.21814156,3,0.0
56.11666489,24.35733414,0.966666639,425.8999939,2021-09-13 13:10:00,76.68055725,27.21814156,3,0.0
56.17666626,24.39133263,0.966666639,427.4666748,2021-09-13 13:15:00,70.94049835,27.21814156,3,0.0
56.15999985,24.39066696,0.933333337,426.1333313,2021-09-13 13:20:00,72.70487976,27.21814156,3,0.0
56.16206741,24.43758583,1.0,426.1034546,2021-09-13 13:25:00,71.69514465,27.21814156,3,0.0
56.11000061,24.45966721,1.0,423.6000061,2021-09-13 13:30:00,74.89348602,27.21814156,3,0.0
56.08333206,24.46133423,1.0,420.3666687,2021-09-13 13:35:00,76.90161896,27.21814156,3,0.0
56.08333206,24.50766754,0.966666639,418.1333313,2021-09-13 13:40:00,75.41304779,27.21814156,3,0.0
55.86071396,24.48714256,0.928571403,420.6428528,2021-09-13 13:45:00,77.71292877,27.21814156,2,0.0
56.15999985,24.54366684,0.966666639,420.5333252,2021-09-13 13:50:00,71.82263184,27.21814156,3,0.0
56.13999939,24.54999924,1.0,419.8999939,2021-09-13 13:55:00,71.29669189,27.21814156,2,0.0
56.22999954,24.56433296,1.033333302,419.1000061,2021-09-13 14:00:00,75.8918457,27.21814156,1,0.0
56.1566658,24.58233261,1.0,417.7999878,2021-09-13 14:05:00,78.29190826,27.21814156,1,0.0
56.04333496,24.57900047,0.899999976,421.1333313,2021-09-13 14:10:00,77.19999695,27.21814156,2,0.0
56.07931137,24.60275841,0.931034505,421.0689697,2021-09-13 14:15:00,69.42612457,27.21814156,2,0.0
56.07333374,24.61499977,0.899999976,421.0666809,2021-09-13 14:20:00,67.40488434,27.21814156,2,0.0
55.99000168,24.6439991,1.0,419.9666748,2021-09-13 14:25:00,68.80968475,27.21814156,2,0.0
56.0233345,24.66433334,1.0,419.8999939,2021-09-13 14:30:00,70.17874908,27.21814156,2,0.0
55.76428604,24.71107101,0.964285731,421.9642944,2021-09-13 14:35:00,69.09999847,27.21814156,2,0.0
56.13000107,24.69099998,0.966666639,419.8333435,2021-09-13 14:40:00,68.59348297,27.21814156,2,0.0
56.15333176,24.70000076,0.833333313,424.7000122,2021-09-13 14:45:00,70.80000305,27.21814156,2,0.0
56.13666534,24.72400093,0.966666639,427.3333435,2021-09-13 14:50:00,72.8757019,27.21814156,2,0.0
56.1566658,24.69799995,0.933333337,427.5666809,2021-09-13 14:55:00,68.6081543,27.21814156,2,0.0
56.1709671,24.75806427,0.967741907,424.9032288,2021-09-13 15:00:00,66.41945648,27.21814156,2,0.0
56.19310379,24.76034546,0.896551728,425.8965454,2021-09-13 15:05:00,68.00816345,27.21814156,2,0.0
56.16666794,24.74666595,1.0,424.7333374,2021-09-13 15:10:00,66.52276611,27.21814156,2,0.0
56.22999954,24.798666,0.933333337,420.9333191,2021-09-13 15:15:00,68.47216034,27.21814156,2,0.0
56.22000122,24.77799988,1.033333302,424.2333374,2021-09-13 15:20:00,70.9657135,27.21814156,5,0.0
55.97142792,24.78642845,0.892857134,427.1428528,2021-09-13 15:25:00,70.79838562,27.21814156,6,0.0
56.2733345,24.80633354,0.966666639,426.7000122,2021-09-13 15:30:00,71.10326385,27.21814156,6,0.0
56.30322647,24.82032204,0.870967746,425.5484009,2021-09-13 15:35:00,75.09351349,27.21814156,6,0.0
56.27000046,24.82799911,0.899999976,420.7333374,2021-09-13 15:40:00,77.9934845,27.21814156,6,0.0
56.24333191,24.87866592,0.899999976,419.4333191,2021-09-13 15:45:00,78.59352875,27.21814156,6,0.0
56.30666733,24.86366653,0.866666675,421.2999878,2021-09-13 15:50:00,78.59999847,27.21814156,6,0.0
56.31999969,24.89666748,0.966666639,420.1666565,2021-09-13 15:55:00,78.29676819,27.21814156,6,0.0
56.29999924,24.86103439,0.827586234,420.3448181,2021-09-13 16:00:00,78.0,27.21814156,6,0.0
56.24000168,24.8433342,0.933333337,421.4666748,2021-09-13 16:05:00,77.61618042,27.21814156,5,0.0
56.22333145,24.86433411,0.866666675,425.2000122,2021-09-13 16:10:00,78.485466,27.21814156,6,0.0
56.25,24.89999962,0.933333337,422.2666626,2021-09-13 16:15:00,78.10559082,27.21814156,6,0.0
55.87857056,24.88178635,0.75,422.1071472,2021-09-13 16:20:00,77.89514923,27.21814156,6,0.0
56.26333237,24.88699913,1.0,419.7000122,2021-09-13 16:25:00,78.80000305,27.21814156,6,0.0
56.25333405,24.88433266,0.766666651,421.3999939,2021-09-13 16:30:00,78.20324707,27.21814156,6,0.0
56.29333496,24.93766594,0.800000012,422.7333374,2021-09-13 16:35:00,77.29673004,27.21814156,6,0.0
56.16666794,24.91833305,0.766666651,422.1666565,2021-09-13 16:40:00,75.20630646,27.21814156,5,0.0
56.10666656,24.96100044,0.800000012,422.1666565,2021-09-13 16:45:00,73.51454926,27.21814156,6,0.0
56.12758636,24.93758583,0.862068951,419.9655151,2021-09-13 16:50:00,69.03914642,27.21814156,6,0.0
56.20333481,24.93666649,0.899999976,421.5666809,2021-09-13 16:55:00,67.3259201,27.21814156,6,0.0
56.25666809,24.94633293,0.766666651,423.5666809,2021-09-13 17:00:00,67.68691254,27.21814156,6,0.0
56.20333481,24.97299957,0.766666651,425.5333252,2021-09-13 17:05:00,67.60811615,27.21814156,5,0.0
55.90357208,24.94750023,0.785714269,422.5,2021-09-13 17:10:00,67.99030304,27.21814156,5,0.0
56.18999863,24.99266624,0.899999976,428.2000122,2021-09-13 17:15:00,69.24999237,27.21814156,2,0.0
56.19666672,25.00966644,0.666666687,426.3333435,2021-09-13 17:20:00,71.78526306,27.21814156,2,0.0
56.19333267,24.99666595,0.800000012,424.5666809,2021-09-13 17:25:00,71.99024963,27.21814156,1,0.0
56.25333405,24.99966621,0.600000024,425.2000122,2021-09-13 17:30:00,70.07738495,27.21814156,1,0.0
56.2266655,25.00699997,0.733333349,422.2000122,2021-09-13 17:35:00,70.87723541,27.21814156,1,0.0
56.22333145,25.01333427,0.699999988,420.0,2021-09-13 17:40:00,71.09564972,27.21814156,1,0.0
56.2620697,25.01172447,0.793103456,417.5862122,2021-09-13 17:45:00,71.40000153,27.21814156,0,0.0
56.27000046,25.0340004,0.633333325,417.0,2021-09-13 17:50:00,69.40000153,27.21814156,0,0.0
56.2733345,25.04466629,0.666666687,418.5666809,2021-09-13 17:55:00,70.10163116,27.21814156,1,0.0
55.99285889,25.05571365,0.642857134,420.4642944,2021-09-13 18:00:00,70.50487518,27.21814156,2,0.0
56.29666519,25.06933403,0.866666675,421.3999939,2021-09-13 18:05:00,71.58690643,27.21814156,2,0.0
56.26333237,25.07366753,0.633333325,421.2333374,2021-09-13 18:10:00,71.59999847,27.21814156,2,0.0
56.27666855,25.01733398,0.666666687,421.2666626,2021-09-13 18:15:00,72.28691101,27.21814156,2,0.0
56.23666763,25.05366707,0.666666687,423.3999939,2021-09-13 18:20:00,73.7902298,27.21814156,2,0.0
56.26333237,25.04933357,0.533333361,423.6666565,2021-09-13 18:25:00,74.59989929,27.21814156,2,0.0
56.26333237,25.09600067,0.600000024,424.8999939,2021-09-13 18:30:00,74.79348755,27.21814156,2,0.0
56.25862122,25.07827568,0.517241359,423.5862122,2021-09-13 18:35:00,75.40000153,27.21814156,2,0.0
56.2733345,25.04966736,0.5,421.9666748,2021-09-13 18:40:00,76.69184113,27.21814156,3,0.0
56.31000137,25.08233261,0.433333337,422.9333191,2021-09-13 18:45:00,77.80000305,27.21814156,1,0.0
56.04137802,25.07069016,0.517241359,422.0344849,2021-09-13 18:50:00,78.15002441,27.21814156,1,0.0
56.25862122,25.1268959,0.344827592,419.379303,2021-09-13 18:55:00,78.30000305,27.21814156,1,0.0
56.29333496,25.11466599,0.600000024,421.3999939,2021-09-13 19:00:00,79.0,27.21814156,1,0.0
56.29666519,25.11633301,0.300000012,421.8333435,2021-09-13 19:05:00,79.30003357,27.21814156,1,0.0
56.27000046,25.11700058,0.533333361,424.5333252,2021-09-13 19:10:00,80.29677582,27.21814156,1,0.0
56.29333496,25.11100006,0.400000006,422.7999878,2021-09-13 19:15:00,81.50003815,27.21814156,1,0.0
56.2733345,25.09166718,0.5,418.2000122,2021-09-13 19:20:00,81.80000305,27.21814156,1,0.0
56.33103561,25.10758591,0.620689631,417.3103333,2021-09-13 19:25:00,82.30002594,27.21814156,1,0.0
56.31666565,25.12533379,0.5,418.7333374,2021-09-13 19:30:00,82.79512787,27.21814156,1,0.0
56.28666687,25.13366699,0.400000006,419.0333252,2021-09-13 19:35:00,83.09999847,27.21814156,1,0.0
56.29333496,25.16066742,0.766666651,418.6666565,2021-09-13 19:40:00,83.00325775,32.19550323,1,0.0
56.00714111,25.16607094,0.428571433,418.2142944,2021-09-13 19:45:00,82.79994965,27.50529099,1,0.0
56.30333328,25.16133308,0.400000006,415.3999939,2021-09-13 19:50:00,81.80000305,27.50529099,1,0.0
56.29999924,25.12199974,0.400000006,416.6333313,2021-09-13 19:55:00,81.90000153,27.50529099,1,0.0
56.30666733,25.15833282,0.433333337,414.3666687,2021-09-13 20:00:00,82.29837036,27.50529099,1,0.0
56.34666824,25.15566635,0.266666681,414.1666565,2021-09-13 20:05:00,82.69994354,27.21743774,1,0.0
56.27999878,25.13433266,0.400000006,416.0,2021-09-13 20:10:00,83.1934433,27.21743774,1,0.0
56.30666733,25.15299988,0.433333337,417.4666748,2021-09-13 20:15:00,83.30000305,27.21743774,1,0.0
56.32069016,25.15999985,0.310344815,414.3103333,2021-09-13 20:20:00,83.40000153,32.58127975,1,0.0
56.33666611,25.15999985,0.366666675,415.8666687,2021-09-13 20:25:00,83.19999695,28.20505524,1,0.0
56.3133316,25.16033363,0.266666681,416.2000122,2021-09-13 20:30:00,83.0,27.21940422,1,0.0
55.94643021,25.18357086,0.642857134,418.4642944,2021-09-13 20:35:00,83.5,27.21940422,1,0.0
56.3433342,25.20366669,0.200000003,419.2333374,2021-09-13 20:40:00,83.80000305,27.21940422,1,0.0
56.29999924,25.21233368,0.400000006,419.0666809,2021-09-13 20:45:00,83.99674225,27.21940422,1,0.0
56.31666565,25.22699928,0.300000012,420.1333313,2021-09-13 20:50:00,83.69999695,27.21940422,1,0.0
56.29999924,25.24099922,0.233333334,421.0,2021-09-13 20:55:00,83.80000305,27.21940422,1,0.0
56.28666687,25.20433426,0.200000003,417.0666809,2021-09-13 21:00:00,84.0,27.21940422,0,0.0
56.30333328,25.22400093,0.166666672,418.9333191,2021-09-13 21:05:00,84.19999695,27.21940422,0,0.0
56.32069016,25.20275879,0.172413796,419.6551819,2021-09-13 21:10:00,84.5,43.99471283,0,0.0
56.29333496,25.22200012,0.600000024,419.8666687,2021-09-13 21:15:00,84.80000305,0.0,0,0.0
56.26666641,25.21933365,0.400000006,416.4333191,2021-09-13 21:20:00,84.5,0.0,0,0.0
55.9821434,25.22785759,0.392857134,415.5,2021-09-13 21:25:00,84.79515076,0.0,0,0.0
56.26333237,25.19566727,0.300000012,415.2000122,2021-09-13 21:30:00,85.19673157,0.0,0,0.0
56.25999832,25.22433281,0.233333334,418.6666565,2021-09-13 21:35:00,85.69675446,0.0,0,0.0
56.24000168,25.22333336,0.200000003,414.6666565,2021-09-13 21:40:00,85.69999695,0.0,0,0.0
56.18999863,25.25499916,0.366666675,416.1666565,2021-09-13 21:45:00,85.5,0.0,0,0.0
56.21333313,25.23399925,0.266666681,421.2333374,2021-09-13 21:50:00,85.70001984,0.0,0,0.0
56.15999985,25.23866653,0.166666672,421.0333252,2021-09-13 21:55:00,85.70162201,0.0,0,0.0
56.22333145,25.24799919,0.13333334,421.2666626,2021-09-13 22:00:00,85.70161438,0.0,0,0.0
56.25862122,25.23862076,0.172413796,420.8275757,2021-09-13 22:05:00,85.19999695,0.0,0,0.0
56.20999908,25.2816658,0.300000012,420.6000061,2021-09-13 22:10:00,85.80000305,0.0,0,0.0
56.16999817,25.23333359,0.300000012,419.5,2021-09-13 22:15:00,85.70162964,0.0,0,0.0
55.90714264,25.28785706,0.142857149,418.1071472,2021-09-13 22:20:00,85.5,0.0,0,0.0
56.15000153,25.27400017,0.166666672,418.8333435,2021-09-13 22:25:00,85.49673462,0.0,0,0.0
56.14666748,25.28566742,0.266666681,422.2666626,2021-09-13 22:30:00,85.70001221,0.0,0,0.0
56.11999893,25.23066711,0.433333337,419.2000122,2021-09-13 22:35:00,85.80000305,0.0,0,0.0
56.15000153,25.21233368,0.766666651,417.7666626,2021-09-13 22:40:00,86.19999695,0.0,0,0.0
56.33000183,25.25300026,0.966666639,421.2999878,2021-09-13 22:45:00,86.29837036,0.0,0,0.0
56.28333282,25.30766678,0.933333337,421.6666565,2021-09-13 22:50:00,86.19999695,0.0,0,0.0
56.26551819,25.29241371,0.965517223,421.2069092,2021-09-13 22:55:00,86.29998016,0.0,0,0.0
56.24000168,25.3136673,0.866666675,424.5333252,2021-09-13 23:00:00,86.39677429,0.0,0,0.0
56.23333359,25.33300018,0.866666675,425.5333252,2021-09-13 23:05:00,86.59999847,0.0,0,0.0
55.88571548,25.35107231,0.642857134,423.9285583,2021-09-13 23:10:00,86.39995575,0.0,0,0.0
56.29000092,25.37100029,0.800000012,424.6333313,2021-09-13 23:15:00,86.0,0.0,0,0.0
56.22000122,25.37899971,0.566666663,424.8666687,2021-09-13 23:20:00,86.0,0.0,0,0.0
56.19333267,25.36300087,0.666666687,424.7666626,2021-09-13 23:25:00,86.30003357,0.0,0,0.0
56.15333176,25.3793335,0.733333349,422.7333374,2021-09-13 23:30:00,86.79998016,0.0,0,0.0
56.25999832,25.34866714,0.633333325,422.3666687,2021-09-13 23:35:00,87.09999847,0.0,0,0.0
56.22333145,25.4193325,0.600000024,421.2666626,2021-09-13 23:40:00,87.09996033,0.0,0,0.0
56.18275833,25.35482788,0.517241359,420.2069092,2021-09-13 23:45:00,86.80001068,0.0,0,0.0
56.18333435,25.32266617,0.600000024,419.7999878,2021-09-13 23:50:00,87.30000305,0.0,0,0.0
56.21333313,25.33699989,0.699999988,421.7666626,2021-09-13 23:55:00,87.80000305,0.0,0,0.0
56.09642792,25.35000038,0.642857134,423.2142944,2021-09-14 00:00:00,88.49674988,0.0,0,0.0
56.16666794,25.31166649,0.699999988,423.7000122,2021-09-14 00:05:00,88.80000305,0.0,0,0.0
56.04333496,25.31666756,0.800000012,424.0333252,2021-09-14 00:10:00,88.80000305,0.0,0,0.0
55.90333176,25.32066727,0.600000024,427.6333313,2021-09-14 00:15:00,88.69999695,0.0,0,0.0
55.88333511,25.3239994,0.833333313,430.2000122,2021-09-14 00:20:00,88.19999695,0.0,0,0.0
55.88666534,25.29366684,0.833333313,428.3666687,2021-09-14 00:25:00,88.0,0.0,0,0.0
55.96333313,25.31200027,1.0,426.0,2021-09-14 00:30:00,88.19994354,0.0,0,0.0
55.9366684,25.30833244,0.933333337,427.2000122,2021-09-14 00:35:00,87.40000153,0.0,0,0.0
55.9366684,25.29400063,0.866666675,427.9333191,2021-09-14 00:40:00,87.80000305,0.0,0,0.0
55.86999893,25.28666687,0.699999988,428.5666809,2021-09-14 00:45:00,87.39995575,0.0,0,0.0
55.86333466,25.32299995,0.899999976,427.0666809,2021-09-14 00:50:00,86.84997559,0.0,0,0.0
55.86428452,25.32464218,0.785714269,430.9642944,2021-09-14 00:55:00,86.30000305,0.0,0,0.0
56.20000076,25.3093338,0.766666651,432.2333374,2021-09-14 01:00:00,86.0,0.0,0,0.0
56.28666687,25.28000069,1.100000024,430.1333313,2021-09-14 01:05:00,86.19999695,0.0,0,0.0
56.27000046,25.27466583,0.733333349,429.0333252,2021-09-14 01:10:00,86.30000305,0.0,0,0.0
56.29000092,25.26833344,0.899999976,431.7333374,2021-09-14 01:15:00,86.5,0.0,0,0.0
56.29999924,25.28933334,0.766666651,432.2333374,2021-09-14 01:20:00,86.69999695,0.0,0,0.0
56.28666687,25.27499962,0.699999988,429.8666687,2021-09-14 01:25:00,86.90107727,0.0,0,0.0
56.25172424,25.23241425,0.862068951,430.0344849,2021-09-14 01:30:00,87.09996796,0.0,0,0.0
56.29000092,25.24533272,0.699999988,428.1000061,2021-09-14 01:35:00,86.49990845,0.0,0,0.0
56.23666763,25.21933365,0.800000012,429.6000061,2021-09-14 01:40:00,86.29998016,0.0,0,0.0
56.25357056,25.27571487,0.964285731,430.4642944,2021-09-14 01:45:00,85.09999847,0.0,0,0.0
56.3433342,25.29066658,0.800000012,430.2666626,2021-09-14 01:50:00,85.69999695,0.0,0,0.0
56.32333374,25.2689991,0.899999976,432.1666565,2021-09-14 01:55:00,85.40008545,0.0,0,0.0
56.33333206,25.26499939,0.833333313,428.9666748,2021-09-14 02:00:00,85.99677277,0.0,0,0.0
56.29000092,25.19566727,0.899999976,426.8333435,2021-09-14 02:05:00,86.80004883,0.0,0,0.0
56.33000183,25.18333244,0.699999988,427.5666809,2021-09-14 02:10:00,87.09999847,0.0,0,0.0
56.30333328,25.20199966,0.899999976,427.1333313,2021-09-14 02:15:00,87.5,0.0,0,0.0
56.3133316,25.22299957,0.966666639,427.0,2021-09-14 02:20:00,87.80002594,0.0,0,0.0
56.34827423,25.19793129,0.931034505,426.7930908,2021-09-14 02:25:00,88.19994354,0.0,0,0.0
56.31999969,25.21999931,0.833333313,427.7333374,2021-09-14 02:30:00,88.20001221,0.0,0,0.0
56.18214417,25.23714256,0.857142866,429.9642944,2021-09-14 02:35:00,88.80000305,0.0,0,0.0
56.40333176,25.21433258,1.033333302,424.8666687,2021-09-14 02:40:00,89.40001678,0.0,0,0.0
56.36071396,25.25857162,1.0,420.7857056,2021-09-14 02:45:00,90.15002441,0.0,0,0.0
56.36666489,25.2543335,1.100000024,420.0666809,2021-09-14 02:50:00,90.80000305,0.0,0,0.0
56.31666565,25.24300003,0.866666675,420.7666626,2021-09-14 02:55:00,91.30001068,0.0,0,0.0
56.34000015,25.26533318,0.966666639,421.5666809,2021-09-14 03:00:00,91.80000305,0.0,0,0.0
56.29000092,25.2456665,0.933333337,421.7999878,2021-09-14 03:05:00,92.30000305,0.0,0,0.0
56.31666565,25.22333336,0.966666639,422.6666565,2021-09-14 03:10:00,92.5,0.0,0,0.0
56.26551819,25.21689606,0.896551728,423.3448181,2021-09-14 03:15:00,92.69999695,0.0,0,0.0
56.36333466,25.23999977,0.966666639,422.7000122,2021-09-14 03:20:00,92.5,0.0,0,0.0
56.19655228,25.20241356,1.0,420.7241516,2021-09-14 03:25:00,92.80003357,0.0,0,0.0
56.59999847,25.26275826,0.931034505,419.1379395,2021-09-14 03:30:00,92.80000305,0.0,0,0.0
56.31000137,25.25266647,0.833333313,418.8333435,2021-09-14 03:35:00,92.69999695,0.0,0,0.0
56.28666687,25.25499916,0.966666639,418.9333191,2021-09-14 03:40:00,92.80000305,0.0,0,0.0
56.34666824,25.24066734,0.833333313,421.1000061,2021-09-14 03:45:00,93.30000305,0.0,0,0.0
56.36333466,25.21033287,0.899999976,417.2999878,2021-09-14 03:50:00,93.5,0.0,0,0.0
56.37333298,25.23466682,1.066666722,416.0,2021-09-14 03:55:00,93.30000305,0.0,0,0.0
56.34000015,25.2203331,0.666666687,415.1333313,2021-09-14 04:00:00,93.30000305,0.0,0,0.0
56.40345001,25.21758652,0.931034505,411.6551819,2021-09-14 04:05:00,93.5,0.0,0,0.0
56.45000076,25.1970005,0.800000012,410.1333313,2021-09-14 04:10:00,93.30000305,0.0,0,0.0
56.40333176,25.25399971,0.766666651,413.7333374,2021-09-14 04:15:00,93.30000305,0.0,0,0.0
56.50357056,25.25035667,0.821428597,412.2142944,2021-09-14 04:20:00,93.30000305,0.0,0,0.0
56.39333344,25.26833344,0.699999988,415.1333313,2021-09-14 04:25:00,93.19999695,0.0,0,0.0
56.38666534,25.28300095,0.933333337,416.0333252,2021-09-14 04:30:00,93.19999695,0.0,0,0.0
56.37666702,25.2816658,0.733333349,416.4333191,2021-09-14 04:35:00,93.30000305,0.0,0,0.0
56.54999924,25.24433327,0.800000012,415.3666687,2021-09-14 04:40:00,93.80000305,0.0,0,0.0
56.49666595,25.22800064,0.899999976,414.2666626,2021-09-14 04:45:00,94.00003052,0.0,0,0.0
56.50666809,25.26566696,0.800000012,413.1333313,2021-09-14 04:50:00,94.30000305,0.0,0,0.0
56.51666641,25.25,0.733333349,412.2333374,2021-09-14 04:55:00,94.5,0.0,0,0.0
56.54137802,25.28344917,0.620689631,410.3103333,2021-09-14 05:00:00,94.79872894,0.0,0,0.0
56.33000183,25.26333427,0.633333325,409.9333191,2021-09-14 05:05:00,95.0,0.0,0,0.0
56.66428757,25.29857063,0.571428597,413.1428528,2021-09-14 05:10:00,95.30000305,0.0,0,0.0
56.61999893,25.26399994,0.533333361,412.7999878,2021-09-14 05:15:00,95.5,0.0,0,0.0
56.45333481,25.28466606,0.533333361,416.0,2021-09-14 05:20:00,96.0,0.0,0,0.0
56.4066658,25.28433418,0.699999988,416.2666626,2021-09-14 05:25:00,96.19999695,0.0,0,0.0
56.35333252,25.31299973,0.766666651,414.2333374,2021-09-14 05:30:00,96.19999695,0.0,0,0.0
56.54666519,25.31200027,0.699999988,410.9666748,2021-09-14 05:35:00,96.39996338,0.0,0,0.0
56.5233345,25.28566742,0.766666651,408.5333252,2021-09-14 05:40:00,96.29999542,0.0,0,0.0
56.46333313,25.31666756,0.5,410.3333435,2021-09-14 05:45:00,96.09999847,0.0,0,0.0
56.3103447,25.29172325,0.655172408,410.9310303,2021-09-14 05:50:00,96.09999847,0.0,0,0.0
56.26666641,25.32299995,0.699999988,410.3666687,2021-09-14 05:55:00,96.09999847,0.0,0,0.0
56.13571548,25.27321434,0.75,407.9285583,2021-09-14 06:00:00,96.1049118,0.0,0,0.0
56.70999908,25.27266693,0.699999988,409.2333374,2021-09-14 06:05:00,96.19999695,0.0,0,0.0
56.36000061,25.28800011,0.666666687,407.6333313,2021-09-14 06:10:00,96.1999588,0.0,0,0.0
56.33666611,25.29500008,0.533333361,408.1333313,2021-09-14 06:15:00,95.5,0.0,0,0.0
56.22333145,25.31633377,0.600000024,407.8666687,2021-09-14 06:20:00,95.70001221,0.0,0,0.0
56.1866684,25.33533287,0.699999988,404.8333435,2021-09-14 06:25:00,96.0,0.0,0,0.0
56.22999954,25.31166649,0.600000024,408.4666748,2021-09-14 06:30:00,95.80002594,0.0,0,0.0
56.24333191,25.35133362,0.633333325,409.0333252,2021-09-14 06:35:00,95.79998016,0.0,0,0.0
56.7733345,25.31966591,0.766666651,406.9666748,2021-09-14 06:40:00,95.79999542,0.0,0,0.0
56.89310455,25.30586243,0.413793117,409.0,2021-09-14 06:45:00,95.40000153,0.0,0,0.0
57.13999939,25.31699944,0.699999988,410.0333252,2021-09-14 06:50:00,95.59999847,0.0,0,0.0
56.30356979,25.33821487,0.714285731,411.5357056,2021-09-14 06:55:00,95.59999847,0.0,0,0.0
56.19666672,25.33633423,0.433333337,410.6333313,2021-09-14 07:00:00,95.40000153,0.0,0,0.0
56.20999908,25.31833267,0.699999988,408.7000122,2021-09-14 07:05:00,95.69996643,0.0,0,0.0
56.24000168,25.34199905,0.699999988,406.9333191,2021-09-14 07:10:00,95.19999695,0.0,0,0.0
56.17333221,25.34033394,0.699999988,404.4333191,2021-09-14 07:15:00,95.1000061,0.0,0,0.0
56.23666763,25.33499908,0.600000024,404.7666626,2021-09-14 07:20:00,95.19999695,0.0,0,0.0
56.16666794,25.34066582,0.633333325,404.9333191,2021-09-14 07:25:00,95.5,0.0,0,0.0
57.03333282,25.38899994,0.733333349,404.3666687,2021-09-14 07:30:00,95.5,0.0,0,8.346666336
63.33499908,27.67650032,1.5,463.3999939,2021-09-14 07:35:00,95.49997711,0.0,0,2015.545044
57.57619095,26.14238167,2.380952358,489.3333435,2021-09-14 07:40:00,93.7999649,0.0,0,177.6904755
56.50344849,25.52517319,1.931034446,473.0344849,2021-09-14 07:45:00,92.80000305,0.0,0,185.2241364
55.53333282,25.44633293,2.033333302,488.1000061,2021-09-14 07:50:00,92.5,0.0,0,187.4366608
54.90999985,25.41533279,1.666666627,500.3666687,2021-09-14 07:55:00,91.89996338,0.0,0,183.4666595
55.33333206,25.33133316,1.966666698,505.8666687,2021-09-14 08:00:00,90.40325165,0.0,0,110.5533371
55.21333313,25.26499939,2.0,500.6333313,2021-09-14 08:05:00,87.8999939,0.0,0,143.0666656
54.40000153,25.27000046,1.551724195,505.0689697,2021-09-14 08:10:00,86.89804077,0.0,0,161.679306
