Atmospheric Pressure,indoor_relative_humidity [%],air_temperature [Celsius],pm2.5 [mu_g/m3],indoor_co2 [ppm],occupant_count [number],voc [ppb]
56.14,62.19,24.72,0.97,427.33,23,20.0
56.16,62.44,24.7,0.93,427.57,27,20.0
56.17,62.4,24.76,0.97,424.9,19,20.0
56.19,62.53,24.76,0.9,425.9,21,20.0
56.17,62.72,24.75,1.0,424.73,29,20.0
56.23,62.69,24.8,0.93,420.93,24,20.0
56.22,62.93,24.78,1.03,424.23,35,20.0
55.97,63.07,24.79,0.89,427.14,32,21.25
56.27,63.12,24.81,0.97,426.7,30,30.13333321
56.3,63.2,24.82,0.87,425.55,36,25.35483932
56.27,63.33,24.83,0.9,420.73,30,21.0
56.24,63.29,24.88,0.9,419.43,34,20.0
56.31,63.48,24.86,0.87,421.3,24,20.0
56.32,63.49,24.9,0.97,420.17,23,20.0
56.3,63.72,24.86,0.83,420.34,25,20.0
56.24,63.88,24.84,0.93,421.47,33,20.0
56.22,63.94,24.86,0.87,425.2,26,20.0
56.25,63.95,24.9,0.93,422.27,26,20.0
55.88,64.13,24.88,0.75,422.11,23,27.1785717
56.26,64.26,24.89,1.0,419.7,33,23.5
56.25,64.36,24.88,0.77,421.4,36,20.63333321
56.29,64.32,24.94,0.8,422.73,35,20.06666756
56.17,64.48,24.92,0.77,422.17,26,20.0
56.11,64.46,24.96,0.8,422.17,30,20.0
56.13,64.65,24.94,0.86,419.97,24,20.0
56.2,64.77,24.94,0.9,421.57,31,20.0
56.26,64.81,24.95,0.77,423.57,35,20.0
56.2,64.83,24.97,0.77,425.53,23,20.0
55.9,65.02,24.95,0.79,422.5,24,26.5714283
56.19,64.97,24.99,0.9,428.2,25,29.39999962
56.2,65.0,25.01,0.67,426.33,21,23.63333321
56.19,65.14,25.0,0.8,424.57,19,20.29999924
56.25,65.23,25.0,0.6,425.2,26,20.0
56.23,65.34,25.01,0.73,422.2,24,20.0
56.22,65.38,25.01,0.7,420.0,28,20.0
56.26,65.51,25.01,0.79,417.59,19,20.0
56.27,65.51,25.03,0.63,417.0,20,20.0
56.27,65.6,25.04,0.67,418.57,21,20.0
55.99,65.63,25.06,0.64,420.46,23,21.25
56.3,65.66,25.07,0.87,421.4,27,26.06666756
56.26,65.72,25.07,0.63,421.23,27,21.10000038
56.28,66.04,25.02,0.67,421.27,24,20.0
56.24,66.0,25.05,0.67,423.4,17,20.0
56.26,66.13,25.05,0.53,423.67,24,20.0
56.26,66.03,25.1,0.6,424.9,22,20.0
56.26,66.19,25.08,0.52,423.59,23,20.0
56.27,66.4,25.05,0.5,421.97,27,20.0
56.31,66.35,25.08,0.43,422.93,27,20.0
56.04,66.44,25.07,0.52,422.03,24,20.0
56.26,66.33,25.13,0.34,419.38,31,27.10344887
56.29,66.45,25.11,0.6,421.4,18,22.13333321
56.3,66.51,25.12,0.3,421.83,23,20.13333321
56.27,66.57,25.12,0.53,424.53,20,20.0
56.29,66.7,25.11,0.4,422.8,18,20.0
56.27,66.86,25.09,0.5,418.2,25,20.0
56.33,66.87,25.11,0.62,417.31,30,20.0
56.32,66.89,25.13,0.5,418.73,17,20.0
56.29,66.92,25.13,0.4,419.03,24,20.0
56.29,66.91,25.16,0.77,418.67,21,20.0
56.01,66.99,25.17,0.43,418.21,31,25.3214283
56.3,67.04,25.16,0.4,415.4,21,24.93333244
56.3,67.27,25.12,0.4,416.63,31,20.86666679
56.31,67.21,25.16,0.43,414.37,29,20.03333282
56.35,67.28,25.16,0.27,414.17,22,20.0
56.28,67.44,25.13,0.4,416.0,24,20.0
56.31,67.44,25.15,0.43,417.47,29,20.0
56.32,67.5,25.16,0.31,414.31,23,20.0
56.34,67.58,25.16,0.37,415.87,29,20.0
56.31,67.67,25.16,0.27,416.2,29,20.0
55.95,67.64,25.18,0.64,418.46,22,21.8214283
56.34,67.65,25.2,0.2,419.23,21,24.39999962
56.3,67.67,25.21,0.4,419.07,31,20.63333321
56.32,67.69,25.23,0.3,420.13,21,20.0
56.3,67.68,25.24,0.23,421.0,31,20.0
56.29,67.89,25.2,0.2,417.07,17,20.0
56.3,67.88,25.22,0.17,418.93,15,20.0
56.32,68.01,25.2,0.17,419.66,27,20.0
56.29,68.02,25.22,0.6,419.87,16,20.0
56.27,68.09,25.22,0.4,416.43,29,20.0
55.98,68.15,25.23,0.39,415.5,24,20.0
56.26,68.31,25.2,0.3,415.2,19,23.53333282
56.26,68.29,25.22,0.23,418.67,24,20.43333244
56.24,68.34,25.22,0.2,414.67,18,20.03333282
56.19,68.29,25.25,0.37,416.17,16,20.0
56.21,68.44,25.23,0.27,421.23,15,20.0
56.16,68.48,25.24,0.17,421.03,25,20.0
56.22,68.5,25.25,0.13,421.27,27,20.0
56.26,68.63,25.24,0.17,420.83,21,20.0
56.21,68.54,25.28,0.3,420.6,18,20.0
56.17,68.78,25.23,0.3,419.5,18,20.0
55.91,68.62,25.29,0.14,418.11,27,30.0714283
56.15,68.73,25.27,0.17,418.83,20,27.33333397
56.15,68.66,25.29,0.27,422.27,28,22.20000076
56.12,69.06,25.23,0.43,419.2,23,20.0
56.15,69.87,25.21,0.77,417.77,18,20.0
56.33,70.49,25.25,0.97,421.3,27,20.0
56.28,70.89,25.31,0.93,421.67,18,20.0
56.27,71.0,25.29,0.97,421.21,25,20.0
56.24,71.02,25.31,0.87,424.53,21,20.0
56.23,70.99,25.33,0.87,425.53,25,20.0
55.89,70.92,25.35,0.64,423.93,21,24.6785717
56.29,70.85,25.37,0.8,424.63,28,27.56666756
56.22,70.83,25.38,0.57,424.87,16,21.83333397
56.19,70.88,25.36,0.67,424.77,30,20.06666756
56.15,70.81,25.38,0.73,422.73,17,20.0
56.26,70.93,25.35,0.63,422.37,16,20.0
56.22,70.6,25.42,0.6,421.27,20,20.0
56.18,70.61,25.35,0.52,420.21,20,20.0
56.18,70.55,25.32,0.6,419.8,30,20.0
56.21,70.36,25.34,0.7,421.77,30,20.0
56.1,70.17,25.35,0.64,423.21,15,20.1071434
56.17,70.18,25.31,0.7,423.7,15,21.83333397
56.04,70.01,25.32,0.8,424.03,26,20.03333282
55.9,69.88,25.32,0.6,427.63,17,20.0
55.88,69.75,25.32,0.83,430.2,18,20.0
55.89,69.68,25.29,0.83,428.37,15,20.0
55.96,69.41,25.31,1.0,426.0,18,20.0
55.94,69.15,25.31,0.93,427.2,15,20.0
55.94,69.0,25.29,0.87,427.93,25,20.0
55.87,68.84,25.29,0.7,428.57,16,20.0
55.86,68.47,25.32,0.9,427.07,25,20.0
55.86,68.33,25.32,0.79,430.96,28,24.8928566
56.2,68.24,25.31,0.77,432.23,25,21.10000038
56.29,68.0,25.28,1.1,430.13,25,20.0
56.27,67.9,25.27,0.73,429.03,29,20.0
56.29,67.72,25.27,0.9,431.73,16,20.0
56.3,67.47,25.29,0.77,432.23,30,20.0
56.29,67.42,25.27,0.7,429.87,22,20.0
56.25,67.38,25.23,0.86,430.03,21,20.0
56.29,67.13,25.25,0.7,428.1,18,20.0
56.24,67.16,25.22,0.8,429.6,23,20.0
56.25,66.72,25.28,0.96,430.46,17,22.6071434
56.34,66.49,25.29,0.8,430.27,22,21.63333321
56.32,66.47,25.27,0.9,432.17,26,20.0
56.33,66.33,25.26,0.83,428.97,20,20.0
56.29,66.31,25.2,0.9,426.83,16,20.0
56.33,66.37,25.18,0.7,427.57,24,20.0
56.3,66.12,25.2,0.9,427.13,26,20.0
56.31,65.87,25.22,0.97,427.0,21,20.0
56.35,65.86,25.2,0.93,426.79,25,20.0
56.32,65.53,25.22,0.83,427.73,30,20.0
56.18,65.37,25.24,0.86,429.96,16,22.6428566
56.4,65.33,25.21,1.03,424.87,18,30.5
56.36,65.06,25.26,1.0,420.79,26,23.25
56.37,64.82,25.25,1.1,420.07,20,20.03333282
56.32,64.74,25.24,0.87,420.77,27,20.0
56.34,64.48,25.27,0.97,421.57,16,20.0
56.29,64.45,25.25,0.93,421.8,25,20.0
56.32,64.25,25.22,0.97,422.67,22,20.0
56.27,64.15,25.22,0.9,423.34,26,20.0
56.36,64.1,25.24,0.97,422.7,28,20.0
56.2,64.16,25.2,1.0,420.72,27,20.0
56.6,63.78,25.26,0.93,419.14,28,31.34482765
56.31,63.56,25.25,0.83,418.83,19,24.73333359
56.29,63.39,25.25,0.97,418.93,16,20.46666718
56.35,63.34,25.24,0.83,421.1,27,20.0
56.36,63.13,25.21,0.9,417.3,16,20.0
56.37,62.93,25.23,1.07,416.0,27,20.0
56.34,63.04,25.22,0.67,415.13,23,20.0
56.4,62.66,25.22,0.93,411.66,23,20.0
56.45,62.7,25.2,0.8,410.13,29,20.0
56.4,62.46,25.25,0.77,413.73,16,20.0
56.5,62.35,25.25,0.82,412.21,30,21.9642849
56.39,62.15,25.27,0.7,415.13,16,20.66666603
56.39,62.08,25.28,0.93,416.03,29,20.0
56.38,62.0,25.28,0.73,416.43,28,20.0
56.55,62.02,25.24,0.8,415.37,27,20.0
56.5,62.03,25.23,0.9,414.27,17,20.0
56.51,61.78,25.27,0.8,413.13,18,20.0
56.52,61.73,25.25,0.73,412.23,29,20.0
56.54,61.62,25.28,0.62,410.31,21,20.0
56.33,61.52,25.26,0.63,409.93,15,20.0
56.66,61.32,25.3,0.57,413.14,26,21.8571434
56.62,61.26,25.26,0.53,412.8,24,24.93333244
56.45,61.09,25.28,0.53,416.0,17,20.66666603
56.41,61.13,25.28,0.7,416.27,29,20.0
56.35,60.83,25.31,0.77,414.23,20,20.0
56.55,60.62,25.31,0.7,410.97,21,20.0
56.52,60.59,25.29,0.77,408.53,16,20.0
56.46,60.49,25.32,0.5,410.33,16,20.0
56.31,60.34,25.29,0.66,410.93,26,20.0
56.27,60.23,25.32,0.7,410.37,28,20.0
56.14,60.2,25.27,0.75,407.93,26,20.0357151
56.71,60.22,25.27,0.7,409.23,18,26.03333282
56.36,60.07,25.29,0.67,407.63,21,21.79999924
56.34,59.82,25.3,0.53,408.13,20,20.0
56.22,59.73,25.32,0.6,407.87,16,20.0
56.19,59.38,25.34,0.7,404.83,16,20.0
56.23,59.41,25.31,0.6,408.47,16,20.0
56.24,59.29,25.35,0.63,409.03,25,20.0
56.77,59.18,25.32,0.77,406.97,16,20.0
56.89,59.11,25.31,0.41,409.0,25,20.0
57.14,58.94,25.32,0.7,410.03,30,20.0
56.3,58.87,25.34,0.71,411.54,28,34.0
56.2,58.9,25.34,0.43,410.63,29,34.73333359
56.21,58.96,25.32,0.7,408.7,29,28.76666641
56.24,58.78,25.34,0.7,406.93,29,22.23333359
56.17,58.8,25.34,0.7,404.43,21,20.10000038
56.24,58.81,25.33,0.6,404.77,27,20.0
56.17,58.67,25.34,0.63,404.93,29,20.0
57.03,58.96,25.39,0.73,404.37,24,20.0
63.33,63.69,27.68,1.5,463.4,24,71.69999695
57.58,61.4,26.14,2.38,489.33,26,24.04761887
56.5,63.44,25.53,1.93,473.03,15,25.20689583
55.53,63.73,25.45,2.03,488.1,19,23.0
54.91,63.67,25.42,1.67,500.37,21,20.26666641
55.33,63.9,25.33,1.97,505.87,28,20.0
55.21,64.28,25.26,2.0,500.63,24,20.0
54.4,64.37,25.27,1.55,505.07,23,20.0
54.25,64.4,25.27,2.0,512.83,22,20.0
53.16,64.38,25.25,1.9,513.3,27,20.0
53.41,66.65,25.36,1.87,507.73,28,20.0
53.52,66.66,25.33,1.4,506.53,17,20.0
54.99,66.28,25.25,1.75,500.32,16,22.0
55.15,66.08,25.23,1.8,494.53,26,29.86666679
55.52,65.9,25.22,2.4,493.2,28,29.0
55.51,65.6,25.19,2.47,491.43,17,23.23333359
55.31,65.33,25.12,2.64,491.5,24,20.0357151
55.83,65.11,25.07,2.74,489.06,15,20.0
55.09,65.1,25.1,2.83,492.07,28,20.0
57.97,65.62,25.04,2.53,495.0,19,20.0
55.84,66.01,25.04,2.67,492.9,27,20.0
56.82,66.15,25.05,2.37,491.43,18,20.0
57.41,65.88,25.05,2.71,491.39,27,20.0
55.11,65.56,25.02,3.4,497.2,28,33.43333435
54.29,66.75,25.07,3.07,495.47,23,28.60000038
55.12,70.04,25.19,4.53,494.23,24,27.36666679
54.44,68.54,25.05,3.6,505.73,29,20.60000038
55.26,68.44,25.01,3.23,513.2,17,20.16666603
55.08,68.06,24.97,2.79,511.86,22,20.0
54.77,67.45,24.97,3.7,518.97,17,20.0
54.02,67.18,24.9,3.1,516.2,25,20.0
54.45,68.23,24.93,2.4,506.53,29,20.0
56.07,70.93,24.98,2.43,497.07,23,20.0
58.39,69.34,24.8,3.29,492.21,23,22.7857151
58.39,69.34,24.8,3.29,492.21,28,22.7857151
58.39,69.34,24.8,3.29,492.21,30,22.7857151
58.39,69.34,24.8,3.29,492.21,27,22.7857151
58.39,69.34,24.8,3.29,492.21,22,22.7857151
58.39,69.34,24.8,3.29,492.21,24,22.7857151
54.06,72.03,24.8,2.27,488.07,27,20.0
53.34,74.4,24.96,2.47,486.8,30,20.0
53.67,73.47,24.88,2.5,489.25,26,20.0
53.67,73.47,24.88,2.5,489.25,16,20.0
55.53,73.45,24.85,1.92,498.85,19,26.34615326
54.57,74.46,24.98,1.8,499.23,18,24.5
54.58,74.28,24.95,1.87,502.3,22,20.96666718
57.13,74.4,24.95,2.73,507.7,23,20.0
57.23,74.4,24.92,3.37,507.73,23,20.0
56.58,72.64,24.66,2.45,492.41,29,20.0
55.95,71.54,24.53,2.2,472.03,31,20.0
56.5,70.29,24.43,2.13,459.9,20,20.0
56.04,70.08,24.36,1.47,451.1,19,20.0
55.9,69.58,24.3,1.33,447.6,30,20.0
58.19,69.1,24.24,1.25,448.93,30,26.5714283
56.5,69.62,24.22,1.27,442.9,31,28.60000038
56.03,69.71,24.19,1.25,439.5,30,22.5
56.03,69.71,24.19,1.25,439.5,22,22.5
56.03,69.71,24.19,1.25,439.5,19,22.5
56.03,69.71,24.19,1.25,439.5,21,22.5
56.03,69.71,24.19,1.25,439.5,20,22.5
56.03,69.71,24.19,1.25,439.5,21,22.5
56.03,69.71,24.19,1.25,439.5,19,22.5
56.03,69.71,24.19,1.25,439.5,19,22.5
54.95,70.43,23.97,1.18,438.27,23,23.27272797
54.95,70.43,23.97,1.18,438.27,22,23.27272797
54.95,70.43,23.97,1.18,438.27,36,23.27272797
54.95,70.43,23.97,1.18,438.27,29,23.27272797
54.94,78.11,24.58,1.08,435.12,30,20.0
55.04,76.84,24.73,1.0,435.53,35,20.0
55.07,75.66,24.81,1.1,436.66,29,20.0
55.25,75.26,24.86,1.21,435.71,24,20.0
55.25,75.26,24.86,1.21,435.71,25,20.0
55.25,75.26,24.86,1.21,435.71,22,20.0
54.33,74.27,25.27,1.04,431.96,34,25.0
53.61,74.51,25.44,1.04,429.07,20,25.1071434
53.61,74.51,25.44,1.04,429.07,25,25.1071434
53.61,74.51,25.44,1.04,429.07,20,25.1071434
53.61,74.51,25.44,1.04,429.07,22,25.1071434
53.61,74.51,25.44,1.04,429.07,27,25.1071434
53.61,74.51,25.44,1.04,429.07,25,25.1071434
53.61,74.51,25.44,1.04,429.07,20,25.1071434
53.61,74.51,25.44,1.04,429.07,31,25.1071434
53.61,74.51,25.44,1.04,429.07,32,25.1071434
54.16,80.49,25.94,2.08,433.96,26,26.07999992
54.16,80.49,25.94,2.08,433.96,24,26.07999992
54.16,80.49,25.94,2.08,433.96,28,26.07999992
54.16,80.49,25.94,2.08,433.96,33,26.07999992
54.16,80.49,25.94,2.08,433.96,22,26.07999992
54.16,80.49,25.94,2.08,433.96,20,26.07999992
54.16,80.49,25.94,2.08,433.96,30,26.07999992
54.16,80.49,25.94,2.08,433.96,20,26.07999992
54.16,80.49,25.94,2.08,433.96,23,26.07999992
54.16,80.49,25.94,2.08,433.96,31,26.07999992
54.16,80.49,25.94,2.08,433.96,26,26.07999992
54.16,80.49,25.94,2.08,433.96,31,26.07999992
54.16,80.49,25.94,2.08,433.96,20,26.07999992
54.16,80.49,25.94,2.08,433.96,33,26.07999992
54.16,80.49,25.94,2.08,433.96,20,26.07999992
54.16,80.49,25.94,2.08,433.96,25,26.07999992
54.16,80.49,25.94,2.08,433.96,28,26.07999992
54.16,80.49,25.94,2.08,433.96,33,26.07999992
54.16,80.49,25.94,2.08,433.96,32,26.07999992
49.3,82.29,26.17,2.0,437.0,20,20.0
55.14,82.18,26.17,2.11,436.56,20,31.38888931
55.14,82.18,26.17,2.11,436.56,30,31.38888931
55.14,82.18,26.17,2.11,436.56,29,31.38888931
55.14,82.18,26.17,2.11,436.56,27,31.38888931
55.14,82.18,26.17,2.11,436.56,23,31.38888931
55.14,82.18,26.17,2.11,436.56,24,31.38888931
55.14,82.18,26.17,2.11,436.56,25,31.38888931
55.14,82.18,26.17,2.11,436.56,29,31.38888931
55.14,82.18,26.17,2.11,436.56,21,31.38888931
51.8,82.68,26.23,2.25,441.25,33,22.5
53.56,82.4,26.26,2.17,439.07,21,33.40000153
52.6,82.62,26.31,3.0,441.0,19,30.0
52.6,82.62,26.31,3.0,441.0,26,30.0
52.6,82.62,26.31,3.0,441.0,26,30.0
52.2,82.68,26.25,1.8,440.6,34,20.0
52.8,82.85,26.25,2.05,438.47,30,20.0
51.93,82.89,26.23,2.03,437.59,20,20.0
51.81,82.86,26.25,1.93,434.63,33,20.06666756
52.29,82.79,26.25,2.1,435.67,32,20.0
52.62,82.84,26.28,2.2,438.87,30,20.0
52.14,82.96,26.28,1.93,437.82,22,25.0
52.4,83.01,26.27,1.87,437.87,29,22.60000038
52.32,82.72,26.28,1.93,437.97,28,20.43333244
52.16,82.83,26.29,1.9,437.87,20,20.0
52.33,83.11,26.26,1.87,440.77,20,20.0
51.96,82.84,26.28,2.07,438.5,21,20.0
52.32,83.03,26.29,2.03,436.66,19,20.0
52.16,83.14,26.27,2.03,437.23,20,20.0
52.05,82.92,26.28,1.83,435.87,25,20.0
52.02,82.59,26.32,2.07,437.2,22,20.0
52.04,83.02,26.28,1.93,438.0,20,22.5
52.23,83.08,26.29,1.93,438.23,24,23.26666641
52.31,82.95,26.31,1.97,439.67,33,20.39999962
52.12,82.93,26.31,1.83,439.4,24,20.0
52.2,83.13,26.3,1.83,443.13,23,20.0
51.86,82.76,26.33,1.7,442.63,23,20.0
52.44,82.88,26.32,1.97,443.6,25,20.0
52.13,83.19,26.3,1.97,445.0,19,20.0
51.65,83.13,26.31,1.87,443.87,29,20.0
51.79,82.86,26.32,1.9,439.6,34,20.0
51.95,82.87,26.33,1.75,441.64,27,20.7857151
51.95,82.87,26.33,1.75,441.64,29,20.7857151
51.95,82.87,26.33,1.75,441.64,32,20.7857151
51.95,82.87,26.33,1.75,441.64,31,20.7857151
51.95,82.87,26.33,1.75,441.64,31,20.7857151
51.95,82.87,26.33,1.75,441.64,28,20.7857151
51.3,83.05,26.36,2.0,440.0,30,20.0
51.3,83.05,26.36,2.0,440.0,29,20.0
51.3,83.05,26.36,2.0,440.0,30,20.0
51.3,83.05,26.36,2.0,440.0,19,20.0
51.67,83.27,26.37,2.0,440.55,19,27.90909004
52.72,83.32,26.37,1.7,439.67,22,29.60000038
52.61,83.14,26.37,1.7,441.9,25,23.39999962
52.93,83.46,26.35,2.0,444.87,27,20.43333244
51.96,83.31,26.37,1.83,443.37,20,20.0
52.2,83.42,26.35,1.77,445.03,21,20.0
51.87,83.5,26.34,1.7,444.33,20,20.0
53.04,83.68,26.35,1.79,445.66,16,20.0
52.56,83.35,26.36,1.67,445.13,24,20.0
52.47,83.41,26.37,1.83,442.9,22,20.0
53.0,83.2,26.4,1.89,444.57,26,20.0
55.63,83.51,26.37,1.85,446.9,16,29.25
55.63,83.51,26.37,1.85,446.9,25,29.25
52.71,83.85,26.38,1.89,443.33,20,20.22222137
52.37,83.69,26.4,2.0,441.67,22,20.0
52.37,83.69,26.4,2.0,441.67,19,20.0
52.37,83.69,26.4,2.0,441.67,26,20.0
52.37,83.69,26.4,2.0,441.67,27,20.0
52.37,83.69,26.4,2.0,441.67,23,20.0
52.37,83.69,26.4,2.0,441.67,26,20.0
52.57,84.34,26.38,2.0,443.0,30,20.66666603
52.57,84.34,26.38,2.0,443.0,23,20.66666603
52.57,84.34,26.38,2.0,443.0,21,20.66666603
52.57,84.34,26.38,2.0,443.0,15,20.66666603
52.57,84.34,26.38,2.0,443.0,28,20.66666603
52.57,84.34,26.38,2.0,443.0,21,20.66666603
52.57,84.34,26.38,2.0,443.0,29,20.66666603
52.57,84.34,26.38,2.0,443.0,16,20.66666603
52.57,84.34,26.38,2.0,443.0,22,20.66666603
52.57,84.34,26.38,2.0,443.0,29,20.66666603
54.25,84.33,26.43,2.0,446.27,16,20.0
55.06,84.43,26.41,2.14,444.21,21,26.0
54.84,84.24,26.44,2.1,442.7,26,23.03333282
54.76,84.52,26.4,2.0,441.73,15,20.16666603
55.14,84.54,26.39,2.1,439.63,26,20.0
55.66,84.47,26.41,2.17,442.03,20,20.0
55.59,84.41,26.44,2.07,440.9,27,20.0
55.92,84.4,26.46,2.03,443.57,27,20.0
55.67,84.37,26.45,2.1,444.38,23,20.0
56.25,84.53,26.46,2.03,446.87,28,20.0
56.21,84.23,26.52,2.03,448.2,15,20.0
55.55,84.23,26.52,2.08,440.77,27,20.0
55.55,84.23,26.52,2.08,440.77,22,20.0
55.55,84.23,26.52,2.08,440.77,29,20.0
53.02,77.0,26.7,4.07,499.57,25,21.20000076
53.73,72.14,26.99,3.73,493.07,27,20.03333282
53.68,69.62,27.07,3.4,485.23,29,20.0
53.31,67.78,27.08,3.3,480.3,22,20.0
53.7,66.47,27.11,3.37,473.83,15,20.0
53.8,65.25,27.16,3.3,468.73,27,20.0
54.43,68.68,26.9,4.2,466.27,30,20.29999924
54.8,66.87,25.57,4.03,463.57,19,20.29999924
54.76,64.96,24.9,3.79,456.07,19,20.03448296
54.14,64.09,24.92,3.71,450.0,25,20.0357151
55.74,66.84,24.76,3.53,452.6,20,27.20000076
54.13,66.39,24.84,3.27,452.27,21,20.03333282
53.73,66.8,24.75,3.23,450.8,30,20.0
53.3,67.38,24.69,2.7,442.47,29,20.0
54.11,67.43,24.7,2.37,436.5,28,20.0
53.85,67.71,24.7,2.4,435.5,18,20.0
54.42,68.38,24.7,2.4,432.83,30,20.0
54.73,72.9,24.87,2.2,430.57,19,20.26666641
54.5,71.54,25.06,2.17,432.62,23,20.0
53.59,69.5,25.03,2.33,431.03,16,20.0
55.87,70.83,24.91,2.43,430.32,28,28.5
53.72,74.99,25.03,2.67,431.93,17,30.13333321
53.25,71.07,25.12,2.77,431.8,23,20.36666679
54.02,70.65,24.97,2.77,429.47,24,20.0
53.11,75.81,25.05,2.97,433.77,19,20.53333282
53.28,72.86,25.19,2.9,434.43,24,20.03333282
53.36,70.84,25.1,2.8,435.57,22,20.0
54.6,74.06,25.08,2.63,432.73,19,20.46666718
54.24,75.27,25.24,2.77,437.7,22,20.79999924
53.77,71.39,25.2,2.62,434.79,15,20.06896591
54.73,74.99,25.06,2.71,430.68,17,24.5714283
53.54,74.38,25.19,2.53,428.93,29,27.66666603
53.64,71.67,25.04,2.83,427.63,21,20.03333282
53.16,75.31,24.93,2.57,428.07,18,20.06666756
57.9,74.55,25.21,3.03,433.13,23,20.23333359
58.33,69.6,25.23,3.1,440.3,18,20.0
57.76,67.66,25.19,2.83,452.23,26,20.0
57.5,66.63,25.09,2.87,452.2,23,20.0
58.13,66.58,24.87,2.97,451.97,28,20.0
58.33,66.37,24.68,2.93,452.83,29,20.0
59.87,65.9,24.65,3.46,453.57,25,20.0714283
62.68,65.39,24.67,3.2,450.67,18,21.5
58.44,65.81,24.66,3.0,449.3,19,20.0
58.44,65.81,24.66,3.0,449.3,28,20.0
55.75,65.86,24.77,3.33,444.0,22,20.0
56.44,65.65,24.78,3.4,445.2,20,20.0
56.44,65.65,24.78,3.4,445.2,23,20.0
63.24,65.09,24.7,3.4,445.6,28,22.79999924
63.22,64.63,24.7,3.21,446.28,15,27.93103409
58.79,64.26,24.72,3.23,442.53,27,22.03333282
57.95,64.64,24.73,3.13,440.4,30,20.0
57.81,64.74,24.71,3.1,439.2,23,20.0
58.7,65.83,24.68,3.77,440.37,26,20.0
59.07,66.54,24.63,3.77,440.1,18,20.0
58.77,65.84,24.58,3.6,438.33,27,20.0
58.85,65.29,24.55,3.23,437.67,22,20.0
58.36,65.26,24.57,3.23,439.47,23,20.0
58.79,65.53,24.61,3.57,438.1,17,20.0
63.02,65.6,24.6,3.63,440.0,28,29.48148155
59.79,65.18,24.53,3.3,437.37,16,26.06666756
58.52,65.46,24.47,3.4,434.97,23,20.46666718
57.36,65.73,24.44,3.3,433.23,28,20.0
58.37,65.86,24.48,3.33,434.93,18,20.0
58.48,66.55,24.52,3.6,434.9,18,20.0
57.63,67.09,24.51,3.4,432.87,21,20.0
58.76,66.88,24.45,3.5,434.8,22,20.0
57.75,66.59,24.45,3.2,435.13,21,20.0
58.86,66.33,24.44,3.1,432.93,15,20.0
62.59,66.47,24.56,3.44,427.89,25,21.40740776
60.65,66.34,24.58,3.53,434.2,22,20.39999962
59.27,67.04,24.69,4.65,439.5,30,20.0
55.25,66.87,24.81,5.62,440.5,18,20.75
57.74,67.38,25.08,6.2,449.2,24,24.0
57.74,67.38,25.08,6.2,449.2,23,24.0
61.59,66.65,25.52,6.9,482.3,28,26.39999962
58.65,66.41,25.52,5.52,488.38,22,26.48275948
61.13,66.29,25.47,5.17,494.2,15,22.89999962
61.32,66.16,25.43,4.59,494.24,30,20.03448296
61.4,65.74,25.45,4.37,495.47,19,20.0
60.01,65.48,25.44,4.03,493.7,21,20.0
58.91,65.37,25.43,3.93,496.67,21,20.0
59.53,65.26,25.41,3.67,497.83,18,20.0
59.53,65.43,25.34,3.6,492.7,15,20.0
59.53,65.38,25.34,3.87,499.97,28,20.0
59.24,65.3,25.32,3.97,506.53,29,20.0
62.06,65.04,25.32,3.82,506.25,19,20.9642849
61.72,64.96,25.32,3.77,506.63,24,26.63333321
62.3,64.92,25.31,3.7,505.93,21,20.33333397
60.12,64.86,25.3,3.93,505.62,18,20.0
58.84,64.78,25.31,3.97,504.63,29,20.0
61.93,64.66,25.32,3.57,507.23,28,20.0
57.28,64.5,25.4,4.0,507.57,19,20.0
59.52,64.25,25.49,4.03,505.77,15,20.0
61.59,64.26,25.52,3.8,510.8,27,20.0
60.01,64.46,25.54,4.1,512.67,22,20.0
57.16,64.48,25.55,3.97,513.6,27,20.0
60.05,64.03,25.55,4.29,509.5,23,25.8571434
60.0,63.66,25.54,4.0,510.5,29,22.93333244
58.22,63.54,25.56,4.24,507.97,17,20.34482765
61.72,63.76,25.55,4.27,508.53,25,20.0
59.25,63.99,25.51,4.27,505.93,26,20.0
58.63,64.39,25.4,4.03,503.63,19,20.0
57.91,64.34,25.45,5.33,501.47,24,20.0
59.26,64.22,25.5,5.57,499.47,27,20.0
61.24,64.0,25.5,4.83,497.83,22,20.0
58.68,63.91,25.49,4.83,491.8,22,20.0
60.42,63.67,25.52,4.29,490.57,21,28.0714283
61.32,63.6,25.51,4.43,486.03,17,29.06666756
58.93,63.9,25.52,4.27,486.27,18,22.06666756
58.34,64.47,25.41,4.07,488.48,27,20.0
63.2,64.29,25.36,4.23,485.47,22,20.0
61.39,63.81,25.33,3.97,483.43,29,20.0
60.06,63.71,25.33,3.77,486.63,15,20.0
59.7,63.82,25.34,3.43,480.63,28,20.0
60.36,64.02,25.35,3.87,477.5,23,20.0
60.8,64.3,25.37,3.57,479.43,27,20.0
59.08,63.94,25.31,3.5,476.96,16,20.25
61.96,63.79,25.3,3.5,478.1,18,20.29999924
59.52,64.07,25.32,3.83,475.07,30,20.0
55.75,64.45,25.36,4.24,472.28,18,20.0
55.22,64.58,25.32,4.07,460.7,28,20.0
54.77,64.34,25.26,3.63,447.47,26,20.0
