Atmospheric Pressure,optimal_relative_humidity [%],air_temperature [Celsius],indoor_co2 [ppm],dry_bulb_temp [Celsius],outdoor_co2 [ppm],occupant_count [number]
56.02,67.01,25.76,450.63,28.6,476.89,39
55.99,66.98,25.79,452.73,28.5,476.29,43
55.98,67.15,25.76,453.47,28.5,475.49,37
56.0,67.33,25.72,453.83,28.4,476.69,46
56.04,67.24,25.76,453.8,28.4,476.49,39
55.69,67.32,25.75,455.79,28.4,476.09,44
56.03,67.5,25.72,450.87,28.4,475.49,40
56.03,67.42,25.77,450.73,28.4,475.09,43
56.04,67.61,25.72,449.8,28.4,475.49,45
56.01,67.6,25.73,447.23,28.5,476.29,36
56.03,67.68,25.73,447.47,28.5,475.69,45
56.01,67.67,25.75,450.07,28.6,474.89,45
56.0,67.61,25.78,449.73,28.6,475.69,38
56.02,67.8,25.74,449.31,28.5,475.29,38
56.07,67.74,25.78,449.57,28.5,474.89,44
55.64,67.9,25.75,451.71,28.5,474.49,36
56.0,68.03,25.72,450.5,28.6,475.49,36
56.01,68.05,25.73,450.83,28.6,475.89,37
56.0,67.98,25.75,450.53,28.6,475.89,40
56.01,68.09,25.74,450.5,28.5,476.29,36
56.03,68.25,25.71,452.0,28.5,476.49,37
56.0,68.25,25.72,453.63,28.4,474.49,42
55.98,68.28,25.72,448.13,28.4,475.29,39
56.0,68.22,25.74,448.27,28.4,474.69,36
55.96,68.18,25.77,446.17,28.4,475.09,40
55.99,68.37,25.73,444.86,28.4,476.89,42
55.72,68.42,25.73,444.28,28.3,476.09,41
55.98,68.27,25.77,444.53,28.3,475.09,43
55.99,68.24,25.78,444.57,28.3,476.29,39
56.02,68.35,25.76,440.8,28.3,474.49,35
56.05,68.65,25.68,441.6,28.3,474.49,38
56.03,68.52,25.73,440.9,28.3,473.69,43
55.99,68.54,25.73,441.23,28.3,475.09,38
56.01,67.52,25.54,442.6,28.1,475.89,38
55.94,62.01,25.06,437.24,28.2,475.09,33
55.91,57.71,24.84,434.2,28.1,474.29,25
55.56,55.93,24.51,433.32,28.1,474.89,25
55.71,56.82,24.76,431.17,28.2,474.69,31
55.76,57.5,25.07,430.9,28.2,474.09,35
55.87,58.05,25.31,429.83,28.2,474.49,25
55.73,59.01,25.35,431.23,28.2,475.69,32
55.72,59.72,25.29,431.93,28.2,474.69,25
55.74,60.29,25.32,430.57,28.2,474.49,26
55.88,60.76,25.34,432.2,28.2,474.69,27
55.89,61.2,25.34,438.13,28.2,474.49,25
55.92,61.51,25.36,435.59,28.2,473.89,28
55.68,61.81,25.41,432.43,28.2,474.69,34
56.06,61.32,25.22,431.23,28.2,474.09,27
55.91,57.45,24.73,430.77,28.2,475.09,30
55.85,54.39,24.55,430.37,28.3,475.49,30
55.85,53.19,24.22,429.93,28.4,475.49,21
55.87,52.24,23.57,440.33,27.8,471.93,26
55.82,51.31,23.43,439.77,27.8,472.7,30
55.99,50.6,23.28,437.37,27.8,472.3,20
55.97,50.41,23.19,442.53,27.8,472.89,26
55.91,50.52,23.09,442.1,27.8,472.32,16
56.2,50.26,22.98,441.4,27.8,472.08,19
58.27,49.96,22.89,438.57,27.8,472.11,23
56.78,49.73,22.85,444.37,27.8,471.69,24
56.28,49.57,22.74,448.93,27.6,472.88,30
56.21,49.31,22.72,449.97,27.6,472.1,27
56.22,49.19,22.65,450.83,27.6,472.48,24
56.26,49.1,22.58,448.0,27.6,471.9,26
56.23,49.06,22.5,448.2,27.6,472.49,20
56.21,49.04,22.43,445.37,27.6,471.89,28
56.27,49.03,22.39,447.97,27.6,471.5,29
56.33,48.99,22.35,447.0,27.6,472.11,29
57.32,48.99,22.29,449.64,27.6,471.92,16
58.18,48.95,22.26,446.53,27.6,471.69,15
56.26,48.91,22.24,441.34,27.5,472.08,27
56.25,48.96,22.18,442.0,27.5,472.47,30
56.25,48.97,22.14,441.93,27.5,471.49,30
56.2,48.94,22.1,443.97,27.5,471.51,24
56.23,48.97,22.04,443.87,27.5,471.46,15
56.24,48.88,22.04,442.37,27.5,472.28,20
56.25,48.87,22.02,441.73,27.5,471.5,17
56.21,48.91,22.0,442.27,27.5,471.29,16
56.36,49.05,21.93,442.68,27.5,471.49,24
58.32,48.99,21.92,446.13,27.4,472.12,19
56.31,49.06,21.89,447.0,27.4,471.09,27
56.23,49.11,21.86,443.73,27.4,470.71,20
56.22,49.17,21.83,443.9,27.5,472.88,22
56.16,49.33,21.77,441.87,27.6,473.06,28
56.21,49.38,21.75,440.4,27.5,472.29,26
56.22,49.65,21.67,439.13,27.5,471.31,24
56.25,49.58,21.71,437.33,27.5,471.7,21
56.29,49.63,21.67,439.4,27.5,471.7,29
56.23,49.62,21.66,440.3,27.5,470.92,19
58.4,49.61,21.64,437.25,27.4,472.08,20
56.6,49.64,21.63,436.77,27.5,471.09,19
56.32,49.78,21.57,433.17,27.4,471.81,19
56.29,49.86,21.59,433.63,27.5,471.29,17
56.2,49.96,21.57,434.27,27.4,472.29,17
56.12,49.98,21.56,437.83,27.4,471.49,20
56.25,50.0,21.54,438.73,27.4,471.52,26
56.28,49.96,21.54,436.87,27.4,472.89,26
56.28,49.98,21.51,436.13,27.4,471.11,26
56.26,49.97,21.49,434.13,27.5,471.3,16
58.15,50.08,21.42,433.32,27.5,468.9,26
57.19,50.05,21.42,431.67,27.4,466.89,28
56.35,50.12,21.4,426.41,27.3,466.11,20
56.26,50.16,21.38,428.13,27.3,467.08,23
56.28,50.07,21.41,429.83,27.3,466.9,15
56.3,50.13,21.38,427.7,27.1,468.47,16
56.28,50.11,21.39,428.5,27.1,468.69,18
56.32,50.2,21.36,429.83,27.1,468.09,23
56.31,50.24,21.34,431.0,27.2,468.89,30
56.27,50.33,21.3,424.97,27.2,470.07,22
56.77,50.43,21.28,423.75,27.2,470.29,27
57.84,50.42,21.28,421.57,26.6,470.49,21
56.32,50.46,21.27,419.1,25.3,464.91,22
56.17,50.54,21.24,421.17,24.6,460.12,28
56.12,50.58,21.23,421.53,24.3,457.51,30
56.15,50.59,21.24,420.97,24.2,456.29,23
56.08,50.72,21.19,418.27,23.9,454.12,25
56.11,50.83,21.17,419.6,23.7,453.89,28
56.09,50.7,21.22,423.47,23.3,457.49,17
56.09,50.85,21.19,418.87,23.5,456.91,29
56.07,50.96,21.17,417.83,23.5,455.12,20
58.33,50.98,21.2,401.14,23.3,455.7,22
56.3,51.1,21.18,413.53,23.3,454.5,15
56.07,51.26,21.15,417.38,23.2,453.9,18
56.1,51.29,21.15,420.9,23.1,452.31,17
56.07,51.27,21.16,422.5,23.1,451.89,21
56.09,51.32,21.16,423.7,22.9,451.51,19
56.07,51.35,21.15,425.37,22.8,451.12,24
56.05,51.51,21.09,422.37,22.8,450.9,24
56.05,51.55,21.09,423.67,22.6,450.49,27
56.07,51.51,21.14,425.3,22.9,450.11,26
57.76,51.71,21.08,427.29,22.9,450.49,15
56.75,51.81,21.07,426.13,23.0,451.29,24
56.07,51.91,21.05,427.72,23.0,451.68,29
56.06,52.07,21.0,427.03,23.1,450.7,15
56.09,51.92,21.08,424.53,23.1,451.7,20
56.02,51.97,21.07,423.0,23.1,450.32,16
56.05,52.12,21.06,424.6,23.2,451.31,19
56.06,52.13,21.07,422.1,23.2,451.31,21
56.06,52.27,21.02,421.67,23.3,451.68,29
56.06,52.38,21.01,419.6,23.5,452.3,24
57.05,52.34,21.04,417.11,23.5,453.67,24
57.52,52.33,21.06,419.83,23.4,452.89,29
56.18,52.45,21.05,420.5,23.4,453.1,19
56.13,52.57,21.02,420.52,23.6,452.9,26
56.13,52.71,20.97,419.3,23.7,453.49,16
56.12,52.51,21.03,421.26,23.7,454.1,20
56.15,52.51,21.03,418.9,23.9,454.29,25
56.1,52.48,21.04,421.8,24.0,454.52,15
56.16,52.6,21.0,423.37,24.0,455.69,15
56.12,52.58,21.0,422.37,24.4,455.91,30
56.17,52.8,20.94,419.89,24.5,459.08,26
58.46,52.87,20.94,421.23,24.5,459.28,16
56.37,52.84,20.96,424.43,24.6,459.7,20
56.16,52.88,20.96,422.79,24.7,460.68,17
56.14,52.98,20.95,424.4,24.9,461.46,19
56.13,52.92,20.98,420.57,25.2,460.69,18
56.17,52.99,20.97,422.2,25.2,462.28,15
56.11,53.02,20.95,422.73,25.5,462.28,25
56.15,52.99,20.98,422.77,25.6,464.88,15
56.09,53.03,20.96,424.6,25.9,465.1,30
56.17,53.17,20.91,427.33,25.9,466.09,23
58.03,53.24,20.87,426.29,26.1,463.93,29
56.3,53.21,20.89,426.23,26.2,468.29,29
55.9,53.09,20.91,424.87,26.3,467.51,27
55.86,53.09,20.91,423.24,26.6,468.72,18
55.85,53.19,20.85,421.67,26.6,469.49,24
55.81,53.27,20.82,423.77,26.6,470.24,25
55.75,53.17,20.87,425.8,26.6,469.12,27
55.74,53.1,20.87,427.13,26.7,468.91,27
55.75,53.03,20.87,425.9,26.9,470.49,23
55.76,53.02,20.81,424.97,26.9,471.29,21
57.01,52.81,20.85,428.21,27.0,471.28,20
56.77,52.86,20.79,426.37,27.0,472.48,21
55.87,52.8,20.77,424.8,27.1,472.29,25
55.72,52.66,20.82,425.07,27.1,472.68,26
55.77,52.59,20.79,424.77,27.2,473.28,30
55.78,52.59,20.78,425.93,27.4,473.3,22
55.75,52.65,20.74,427.17,27.5,474.09,19
55.76,52.66,20.7,423.53,27.6,474.1,18
55.71,52.5,20.72,421.37,27.5,474.28,18
55.64,52.36,20.7,421.23,27.4,474.08,27
55.69,52.27,20.67,422.93,27.2,474.08,19
57.74,52.29,20.62,426.37,27.1,473.68,20
55.77,52.11,20.65,426.83,27.0,471.72,21
55.68,52.11,20.61,423.69,27.1,474.48,21
55.67,52.07,20.59,423.57,27.0,473.68,22
55.69,51.99,20.6,423.03,27.1,474.3,16
55.69,51.99,20.57,421.73,27.1,474.88,24
55.69,51.93,20.59,422.3,27.1,475.46,25
55.66,51.95,20.56,423.7,27.3,476.47,29
55.66,51.85,20.58,422.3,27.3,475.69,16
55.66,51.9,20.56,420.47,27.2,476.08,29
57.47,51.86,20.55,419.18,27.0,472.9,25
55.91,52.0,20.48,419.17,26.9,471.69,19
55.66,51.94,20.49,419.27,27.1,471.49,22
55.68,52.06,20.44,418.17,26.9,471.87,15
55.72,51.92,20.51,420.03,26.8,470.11,25
55.73,51.34,20.94,418.37,26.8,470.11,17
55.69,51.62,21.41,418.2,26.9,470.5,28
55.79,52.24,21.48,421.47,27.0,472.46,22
55.93,52.7,21.6,420.47,27.4,468.75,20
55.93,53.06,21.77,418.8,27.3,474.68,30
55.83,53.44,21.9,417.64,27.6,475.87,15
55.94,53.92,21.95,419.7,27.4,474.31,17
55.97,54.46,22.07,415.8,27.6,475.48,15
55.97,54.84,22.14,417.72,27.7,476.66,29
55.96,55.18,22.23,417.47,27.6,477.11,27
55.97,55.51,22.34,414.27,27.7,478.28,33
55.96,55.82,22.46,415.97,27.8,478.08,34
55.99,56.15,22.53,417.77,27.7,476.5,27
55.95,56.49,22.59,416.5,27.6,475.72,25
55.92,56.78,22.69,418.7,28.0,478.48,26
55.64,56.94,22.8,417.36,28.5,479.69,30
55.88,57.34,22.82,417.2,28.8,481.5,29
55.92,57.6,22.85,419.27,28.5,479.7,34
55.87,57.95,22.91,421.33,28.9,482.49,29
55.88,58.13,23.0,422.14,29.2,483.65,34
55.94,58.53,22.98,424.77,29.2,481.3,26
55.96,58.66,23.1,427.17,29.8,483.5,25
55.98,58.93,23.14,426.33,29.4,484.88,33
55.94,59.21,23.14,425.83,29.6,484.71,34
55.96,59.29,23.25,425.0,29.61,487.88,25
55.96,59.59,23.23,421.93,29.2,485.1,27
55.69,59.82,23.29,420.71,29.3,485.53,34
55.94,60.04,23.32,421.23,29.2,484.91,29
56.0,60.49,23.26,424.73,28.51,485.47,35
55.99,60.52,23.36,426.59,29.2,483.48,34
56.06,60.88,23.32,426.03,29.1,483.7,31
56.01,61.19,23.34,424.1,29.0,482.93,31
55.95,61.37,23.37,424.77,29.3,484.27,35
55.98,61.26,23.48,427.83,28.6,484.88,28
55.92,61.67,23.45,430.03,28.6,481.52,30
55.95,61.99,23.43,428.9,28.1,479.13,25
55.75,62.17,23.46,427.89,28.2,479.3,31
55.99,62.39,23.47,424.87,28.01,480.29,27
55.98,62.61,23.47,425.9,28.1,479.68,35
55.98,62.82,23.48,426.52,28.4,480.47,25
55.97,63.0,23.5,426.67,28.4,481.39,30
56.02,63.17,23.52,426.77,29.2,482.71,34
56.07,63.17,23.59,423.4,28.9,483.28,33
56.06,63.45,23.57,427.7,29.0,482.89,28
56.05,63.55,23.6,429.33,29.1,483.69,34
56.08,63.78,23.6,425.03,28.8,485.64,34
56.12,63.79,23.66,426.21,28.4,485.07,31
56.11,64.16,23.68,428.7,28.9,484.29,29
56.15,64.41,23.65,433.17,29.4,485.1,35
56.03,64.61,23.67,433.57,28.5,484.69,40
56.0,64.73,23.66,434.93,29.3,487.28,43
56.04,64.85,23.67,435.77,29.1,488.04,46
56.02,64.97,23.71,436.13,28.2,483.93,37
55.98,65.02,23.74,432.17,28.9,486.05,42
56.0,65.14,23.75,434.7,29.0,485.31,44
56.02,65.23,23.77,436.07,29.1,488.06,46
55.99,65.34,23.78,435.93,28.9,482.17,37
55.79,65.49,23.8,434.5,28.9,486.89,37
56.04,65.47,23.83,429.87,29.1,487.28,42
56.01,65.62,23.83,429.17,28.9,487.66,39
55.99,65.56,23.88,433.1,28.6,483.71,40
56.06,65.84,23.85,433.17,28.1,483.88,43
56.0,65.83,23.89,436.93,28.0,480.09,39
56.0,66.03,23.88,437.53,28.4,479.3,42
56.0,66.14,23.89,438.5,28.35,479.5,38
56.0,66.2,23.91,437.07,28.4,477.71,39
56.0,66.21,23.94,437.5,28.3,476.51,38
55.73,66.39,23.93,435.07,28.1,472.97,38
56.04,66.46,23.95,431.67,27.9,475.9,42
56.03,66.51,23.96,433.57,28.1,474.89,37
56.06,66.6,23.98,434.63,28.0,473.72,40
56.08,66.58,24.01,432.0,28.0,474.48,47
56.08,66.82,23.97,435.53,27.8,474.69,46
56.08,66.71,24.03,433.5,27.9,474.65,42
56.01,66.91,24.03,432.1,27.8,471.71,40
56.03,66.95,24.03,431.23,27.9,472.91,43
56.01,67.03,24.05,432.9,27.8,472.51,40
55.76,67.14,24.05,432.96,27.6,471.91,45
55.98,67.15,24.07,432.37,27.6,471.88,37
56.02,67.12,24.11,432.61,27.5,471.69,48
56.08,67.16,24.13,434.67,27.4,470.89,41
56.03,67.36,24.1,436.66,27.3,470.7,42
56.05,67.38,24.13,437.17,27.3,469.5,41
56.09,67.5,24.12,433.83,27.3,468.31,47
56.08,67.62,24.1,431.6,27.3,468.11,47
56.09,67.67,24.12,429.57,27.3,468.3,45
56.08,67.66,24.15,434.27,27.3,468.89,41
55.85,67.67,24.17,435.96,27.3,468.3,40
56.13,67.83,24.15,436.77,27.3,469.07,47
56.15,67.75,24.21,437.87,27.3,468.7,45
56.17,67.84,24.2,436.5,27.4,470.47,38
56.13,67.81,24.23,432.24,27.4,469.67,39
56.18,67.9,24.23,430.63,27.4,469.48,41
56.16,67.94,24.24,433.97,27.4,468.9,43
56.19,68.25,24.19,435.37,27.4,469.3,41
56.15,68.12,24.25,434.9,27.4,468.72,45
56.18,68.11,24.27,432.7,27.4,469.29,45
56.16,68.34,24.23,434.6,27.4,468.31,42
55.89,68.28,24.27,436.32,27.4,469.47,45
56.2,68.48,24.23,436.13,27.4,468.9,45
56.16,68.58,24.24,435.43,27.4,467.31,43
56.18,68.64,24.25,430.57,27.5,468.29,51
56.18,68.68,24.26,434.21,27.5,469.29,47
56.2,68.68,24.28,436.17,27.5,469.09,44
56.19,68.71,24.3,434.23,27.4,468.89,44
56.17,68.85,24.27,433.77,27.4,467.91,43
56.13,68.87,24.29,436.8,27.4,468.5,49
56.19,68.95,24.31,435.57,27.4,468.68,50
55.9,68.95,24.32,435.96,27.4,468.7,49
56.19,69.06,24.31,433.93,27.4,468.49,45
56.19,69.07,24.33,435.13,27.4,469.86,45
56.15,69.23,24.31,436.57,27.4,468.29,50
56.18,69.1,24.37,438.41,27.4,468.29,48
56.17,69.23,24.35,435.53,27.4,467.7,39
56.21,69.38,24.33,436.5,27.4,469.27,43
56.17,69.27,24.38,434.7,27.5,468.5,47
56.18,69.2,24.42,435.13,27.4,468.67,45
56.16,69.26,24.42,434.23,27.3,468.29,45
55.91,69.4,24.39,433.5,27.3,468.29,43
56.15,69.55,24.38,435.1,27.3,467.7,42
56.18,69.63,24.37,434.3,27.3,467.88,47
56.17,69.65,24.39,436.47,27.3,467.1,44
56.2,69.79,24.37,433.77,27.3,467.09,48
56.19,69.88,24.36,435.48,27.2,468.11,41
56.19,69.89,24.38,435.67,27.1,468.08,39
56.13,69.99,24.37,434.83,27.1,466.52,42
56.18,70.16,24.34,431.1,27.1,466.71,47
56.18,69.94,24.42,434.53,27.1,467.49,43
56.16,70.09,24.41,435.53,27.1,466.71,38
55.91,70.2,24.39,437.75,27.1,467.09,47
56.15,70.16,24.41,437.8,27.0,466.29,38
56.11,69.5,24.18,437.23,27.0,466.1,46
56.1,63.98,23.71,435.1,27.0,466.72,35
56.04,59.77,23.5,436.62,27.0,466.88,36
56.0,56.89,23.16,437.03,27.0,466.88,32
56.05,55.03,22.96,433.6,26.9,466.49,35
55.98,53.62,22.79,430.47,26.9,465.49,19
55.93,52.75,22.6,429.1,26.9,466.29,27
55.8,52.33,22.44,428.2,26.8,465.3,27
57.34,52.62,22.4,424.68,26.8,464.91,25
56.4,52.91,22.34,427.87,26.8,466.1,24
55.91,52.56,22.26,430.03,26.8,465.89,28
55.81,52.13,22.14,426.5,26.8,464.71,23
56.16,53.95,24.48,446.73,27.8,469.89,28
56.06,52.65,24.31,446.37,27.9,468.29,25
56.0,51.68,24.14,447.13,27.8,468.49,17
56.0,51.02,24.01,447.8,27.8,468.69,16
56.0,50.51,23.89,450.03,27.8,468.59,22
56.03,50.19,23.78,449.97,27.7,468.09,18
56.07,49.84,23.71,449.17,27.6,467.3,27
57.53,49.7,23.58,448.96,27.6,468.69,25
56.87,49.38,23.56,449.1,27.5,467.89,21
56.05,49.74,23.44,449.8,27.7,468.89,26
56.05,50.23,23.41,454.23,27.9,461.9,15
56.16,50.02,23.42,452.77,28.0,469.49,23
56.2,49.88,23.34,450.9,28.0,469.49,16
56.29,49.78,23.33,451.47,28.1,469.49,26
56.23,49.53,23.31,452.97,28.1,471.09,23
56.26,49.51,23.24,450.7,28.1,470.69,30
56.25,49.52,23.13,447.6,28.2,472.29,23
56.94,49.51,23.1,446.39,28.2,470.29,26
58.1,49.43,23.11,448.1,28.2,471.69,26
56.28,49.43,23.06,447.63,28.2,471.89,28
56.16,49.51,23.01,448.23,28.2,470.89,29
56.17,49.51,22.97,446.87,28.3,471.09,23
56.26,49.52,22.96,450.23,28.3,471.69,28
56.25,49.55,22.94,451.13,28.3,470.69,25
56.24,49.6,22.88,446.33,28.3,470.29,23
56.17,49.64,22.85,449.13,28.1,468.09,22
56.19,49.68,22.79,447.4,28.1,471.09,27
56.22,49.67,22.82,447.87,28.1,471.29,21
58.73,49.7,22.76,447.74,28.0,470.49,27
56.37,49.68,22.76,445.43,27.8,470.69,20
56.1,49.6,22.76,446.77,27.9,472.09,23
56.11,49.66,22.7,446.1,27.9,469.49,23
56.13,49.6,22.68,444.8,27.9,469.89,30
56.13,49.98,22.57,445.47,28.0,469.99,23
56.14,49.7,22.68,445.97,28.0,469.69,24
56.13,49.72,22.61,447.23,28.1,469.89,22
56.1,49.76,22.6,447.43,28.1,468.69,26
56.13,49.62,22.64,445.0,27.9,469.49,19
58.13,49.69,22.59,444.81,27.8,467.29,29
56.7,49.75,22.56,442.57,27.8,467.69,23
56.14,49.79,22.53,440.67,27.5,468.49,21
56.15,49.78,22.53,435.57,27.5,468.09,27
56.18,49.9,22.49,437.27,27.4,468.49,26
56.18,49.9,22.51,439.7,27.5,467.09,19
56.17,49.94,22.48,437.97,27.5,467.89,21
56.2,50.02,22.44,437.9,27.5,468.09,15
56.26,49.96,22.46,437.47,27.55,468.29,28
56.22,50.0,22.41,435.77,27.6,468.89,18
57.29,49.93,22.41,430.54,27.6,468.89,15
57.67,49.96,22.37,430.14,27.5,467.89,24
56.27,49.96,22.36,430.23,27.4,469.49,21
56.15,50.13,22.33,431.63,27.4,468.49,19
56.16,50.13,22.34,428.9,27.5,468.89,23
56.2,50.19,22.3,426.37,27.6,467.49,16
56.18,50.18,22.28,427.3,27.6,467.69,15
56.11,50.14,22.31,423.37,27.6,467.49,17
56.13,50.11,22.29,422.83,27.5,469.09,30
56.13,50.31,22.24,426.63,27.5,467.09,18
57.6,50.3,22.28,430.39,27.3,467.89,30
58.29,50.5,22.24,427.38,27.3,467.69,22
56.23,50.53,22.18,427.53,27.3,468.29,30
55.97,50.52,22.19,425.3,27.0,467.09,25
56.08,50.5,22.2,427.7,26.9,466.49,29
56.02,50.6,22.14,429.57,26.8,466.49,26
55.97,50.55,22.13,430.67,26.6,466.49,20
56.0,50.55,22.13,428.73,26.6,466.69,16
56.0,50.62,22.1,427.17,26.6,466.09,17
55.98,50.63,22.09,427.2,26.5,465.5,22
55.95,50.7,22.05,428.43,26.5,466.49,16
57.95,50.77,22.02,430.14,26.4,464.3,24
56.39,50.71,22.04,426.93,26.3,464.3,16
55.95,50.9,22.0,427.8,26.1,463.9,28
56.02,50.89,22.01,428.53,26.1,464.7,29
56.24,50.89,22.0,428.63,26.2,464.1,16
56.32,50.96,21.96,432.83,26.2,464.5,29
56.31,50.81,22.01,432.17,26.2,464.9,17
56.32,50.82,22.01,429.43,26.2,464.7,16
56.26,50.86,21.99,427.6,26.2,464.5,22
56.3,50.91,21.98,424.58,26.2,464.9,18
56.3,50.91,21.98,424.58,26.2,464.9,16
58.94,51.24,21.89,419.14,26.4,465.7,21
59.46,51.24,21.9,423.57,26.5,465.29,23
57.41,51.43,21.84,424.77,26.6,465.5,22
56.33,51.41,21.86,423.27,26.5,465.49,17
56.37,51.38,21.86,423.73,26.5,464.12,28
56.32,51.38,21.85,423.33,26.4,465.28,19
56.33,51.41,21.83,422.33,26.4,465.3,22
56.3,51.38,21.84,420.83,26.3,464.49,27
56.31,51.41,21.8,420.62,26.5,465.67,20
56.31,51.4,21.78,421.23,26.5,464.9,25
56.37,51.38,21.76,422.0,26.6,464.72,18
56.32,51.36,21.77,422.61,26.6,466.29,29
58.68,51.41,21.72,422.0,26.7,465.12,16
56.51,51.26,21.76,423.8,26.7,466.29,22
56.31,51.28,21.73,426.23,26.7,467.87,20
56.29,51.15,21.76,428.4,26.9,466.5,15
56.31,51.13,21.73,431.67,27.0,466.3,20
56.32,51.06,21.72,433.73,27.1,464.54,22
56.96,51.02,21.73,432.43,27.1,467.49,24
56.85,50.96,21.81,437.03,27.1,467.29,22
57.73,50.83,21.85,446.33,27.2,468.69,29
57.0,50.69,21.86,446.57,27.2,469.47,15
59.35,50.43,21.92,448.89,27.2,469.29,28
57.58,50.26,21.9,449.37,27.2,468.5,30
57.06,49.97,21.96,450.4,27.2,468.12,17
56.88,49.86,21.94,450.11,27.4,469.3,30
56.88,49.74,21.96,449.8,27.3,468.12,29
57.09,49.7,21.92,449.63,27.3,468.12,17
57.08,49.52,21.96,451.87,27.3,469.89,30
56.93,49.39,21.99,454.76,27.3,470.07,25
56.79,49.34,21.98,448.67,27.1,467.72,21
56.84,49.3,22.0,451.23,27.1,468.29,17
58.43,49.22,22.02,453.32,26.9,468.09,16
57.62,49.28,21.97,454.07,26.9,466.69,24
56.93,49.23,21.98,455.1,26.6,465.3,26
57.41,49.19,22.0,449.8,26.4,463.92,16
57.29,49.21,21.95,451.27,26.3,462.91,16
57.28,49.38,21.87,453.83,25.9,459.93,23
56.72,49.36,21.88,453.8,25.8,459.31,16
57.22,49.18,21.96,450.9,25.6,459.5,23
57.03,49.31,21.9,450.47,25.6,459.7,21
56.94,49.26,21.93,452.5,25.7,460.1,18
57.19,49.35,21.83,454.64,26.0,460.5,31
58.68,49.22,21.92,450.57,26.1,461.89,27
57.13,49.24,21.91,450.9,26.1,462.3,30
58.57,49.28,21.88,451.1,26.2,463.89,23
56.59,49.21,21.91,450.97,26.3,464.49,26
57.07,49.25,21.88,453.07,26.3,465.7,17
56.73,49.26,21.87,452.67,26.3,466.67,25
56.52,49.31,21.86,456.67,26.5,465.93,25
55.93,49.32,21.86,455.69,26.3,465.1,31
55.91,49.27,21.85,450.37,26.1,463.9,24
56.25,49.33,21.81,445.3,25.9,461.51,16
58.33,49.28,21.82,443.25,26.0,461.11,21
61.49,49.25,21.86,441.8,25.95,462.1,26
62.7,49.32,21.84,445.17,26.0,462.11,26
61.77,49.49,21.77,447.27,26.0,463.1,20
61.97,49.46,21.8,450.53,26.0,464.51,25
62.19,49.61,21.72,453.5,26.1,464.39,29
61.65,49.53,21.75,455.9,26.1,464.13,34
56.65,49.3,21.84,456.07,26.1,466.1,25
56.59,49.37,21.79,452.93,26.1,467.29,31
56.84,49.35,21.79,449.77,26.2,467.28,33
58.2,49.43,21.75,450.75,26.4,467.3,27
57.01,49.31,21.86,453.03,26.6,468.88,28
56.17,48.9,22.44,458.13,26.6,468.89,33
56.57,48.99,22.87,472.5,26.6,469.48,33
57.47,49.15,23.17,505.73,26.6,470.07,32
56.3,49.34,23.4,520.37,26.5,468.7,27
55.93,49.37,23.61,521.63,26.6,470.46,31
56.22,49.9,23.7,501.8,26.6,469.49,21
57.14,50.57,23.94,512.41,26.6,469.9,36
56.6,50.91,24.06,539.67,26.6,469.49,36
56.16,51.0,24.21,556.75,26.4,463.11,33
57.95,51.28,24.33,562.03,26.1,461.11,31
57.51,51.67,24.41,567.87,26.2,460.7,27
57.47,52.05,24.46,575.67,26.2,462.68,17
58.41,52.39,24.54,571.5,26.5,464.1,24
57.76,52.62,24.62,577.9,26.7,467.87,18
57.4,53.02,24.68,587.43,26.8,468.49,24
56.83,53.41,24.72,593.1,26.9,469.49,26
56.65,53.69,24.78,600.55,26.9,469.5,17
57.02,53.7,24.91,611.27,26.8,472.25,27
56.55,53.93,24.98,608.97,27.0,470.11,16
58.21,54.06,25.06,612.79,27.2,471.09,24
57.16,54.42,25.09,615.9,27.4,471.71,23
56.84,54.46,25.18,630.4,27.6,473.48,17
56.86,54.54,25.28,627.9,27.55,473.88,27
56.94,54.72,25.34,627.8,27.7,475.07,20
56.98,54.95,25.38,628.57,27.7,474.09,35
58.69,55.37,25.36,639.23,27.5,472.51,29
62.06,55.66,25.37,641.28,27.0,466.3,30
62.73,55.86,25.42,645.47,26.6,461.9,33
62.06,56.05,25.46,661.53,26.3,460.31,34
56.44,56.3,25.49,662.79,26.1,459.89,27
58.89,56.45,25.54,663.3,25.9,459.49,33
56.76,56.65,25.57,662.07,25.9,459.7,28
56.95,56.84,25.61,665.2,25.8,458.5,28
56.88,56.9,25.7,672.13,25.8,459.49,33
57.22,56.94,25.78,673.63,25.4,458.7,33
57.59,56.97,25.85,666.8,25.4,459.09,32
58.01,57.37,25.84,687.17,25.5,457.5,35
56.84,57.61,25.8,705.48,25.7,458.09,34
56.13,58.05,25.72,651.5,25.6,458.5,36
55.84,58.69,25.55,624.82,25.7,458.5,33
56.2,59.13,25.43,614.67,26.0,460.08,33
56.22,59.63,25.36,609.93,26.2,461.5,35
56.17,59.99,25.3,603.77,26.5,462.09,28
56.21,60.28,25.26,595.2,26.6,464.09,29
56.22,60.47,25.25,590.77,26.65,467.49,30
56.24,60.73,25.22,586.7,26.6,468.86,35
56.28,60.89,25.23,579.37,27.0,468.47,29
56.24,61.0,25.23,574.21,27.1,470.27,36
56.17,60.99,25.3,571.87,27.2,469.68,31
55.89,61.08,25.31,567.64,27.2,469.91,36
56.15,61.27,25.3,562.77,27.4,471.68,36
